"Disease","Report Year","DHBName","Case Count","Case rate per 100,000"
"Haemophilus influenzae type b",2014,"Wairarapa",0,0
"Cryptosporidiosis",2014,"Wairarapa",11,25.7
"Q fever",2014,"Wairarapa",0,0
"Measles",2014,"Wairarapa",0,0
"Cysticercosis",2014,"Wairarapa",0,0
"Diphtheria",2014,"West Coast",0,0
"Mumps",2014,"West Coast",0,0
"Typhoid fever",2014,"West Coast",0,0
"Leprosy",2014,"West Coast",0,0
"Giardiasis",2014,"West Coast",7,21.4
"Rheumatic fever",2014,"West Coast",1,3.1
"Hepatitis B",2014,"West Coast",0,0
"Cholera",2014,"West Coast",0,0
"Malaria",2014,"West Coast",0,0
"Hepatitis A",2014,"West Coast",0,0
"Taeniasis",2014,"West Coast",0,0
"Rubella",2014,"West Coast",0,0
"Salmonellosis",2014,"West Coast",7,21.4
"Meningoencephalitis - primary amoebic",2014,"West Coast",0,0
"Listeriosis",2014,"West Coast",0,0
"Meningococcal disease",2014,"West Coast",0,0
"Poliomyelitis",2014,"West Coast",0,0
"Pertussis",2014,"West Coast",4,12.2
"Hydatid disease",2014,"West Coast",0,0
"Campylobacteriosis",2014,"West Coast",61,186.8
"Legionellosis",2014,"West Coast",6,18.4
"Hepatitis C",2014,"West Coast",0,0
"Shigellosis",2014,"West Coast",0,0
"Paratyphoid fever",2014,"West Coast",0,0
"Hepatitis NOS",2014,"West Coast",0,0
"Brucellosis",2014,"West Coast",0,0
"Leptospirosis",2014,"West Coast",1,3.1
"Yersiniosis",2014,"West Coast",3,9.2
"Toxic shellfish poisoning",2014,"West Coast",0,0
"VTEC/STEC infection",2014,"West Coast",0,0
"Mpox",2014,"West Coast",0,0
"Rickettsial disease",2014,"West Coast",0,0
"Arboviral diseases",2014,"West Coast",0,0
"Tetanus",2014,"West Coast",0,0
"Tuberculosis disease",2014,"West Coast",1,3.1
"Trichinosis",2014,"West Coast",0,0
"Cryptosporidiosis",2014,"West Coast",9,27.6
"Cysticercosis",2014,"West Coast",0,0
"Q fever",2014,"West Coast",0,0
"Invasive pneumococcal disease",2014,"West Coast",1,3.1
"Haemophilus influenzae type b",2014,"West Coast",1,3.1
"Acute gastroenteritis",2014,"West Coast",4,12.2
"Measles",2014,"West Coast",0,0
"Rabies and other lyssaviruses",2014,"West Coast",0,0
"Rubella",2015,"Waitemata",0,0
"Taeniasis",2015,"Waitemata",2,0.3
"Campylobacteriosis",2015,"Waitemata",818,142.2
"Listeriosis",2015,"Waitemata",2,0.3
"Shigellosis",2015,"Waitemata",13,2.3
"Meningoencephalitis - primary amoebic",2015,"Waitemata",0,0
"Legionellosis",2015,"Waitemata",45,7.8
"Rheumatic fever",2015,"Waitemata",10,1.7
"Yersiniosis",2015,"Waitemata",54,9.4
"Leptospirosis",2015,"Waitemata",2,0.3
"Rickettsial disease",2015,"Waitemata",5,0.9
"Tetanus",2015,"Waitemata",0,0
"Salmonellosis",2015,"Waitemata",143,24.9
"Giardiasis",2015,"Waitemata",211,36.7
"Hydatid disease",2015,"Waitemata",0,0
"Hepatitis B",2015,"Waitemata",4,0.7
"Pertussis",2015,"Waitemata",131,22.8
"Cryptosporidiosis",2015,"Waitemata",83,14.4
"Meningococcal disease",2015,"Waitemata",10,1.7
"Arboviral diseases",2015,"Waitemata",29,5
"Q fever",2015,"Waitemata",0,0
"Brucellosis",2015,"Waitemata",0,0
"Trichinosis",2015,"Waitemata",0,0
"Typhoid fever",2015,"Waitemata",2,0.3
"Toxic shellfish poisoning",2015,"Waitemata",0,0
"Measles",2015,"Waitemata",0,0
"VTEC/STEC infection",2015,"Waitemata",62,10.8
"Paratyphoid fever",2015,"Waitemata",5,0.9
"Leprosy",2015,"Waitemata",0,0
"Malaria",2015,"Waitemata",10,1.7
"Hepatitis C",2015,"Waitemata",2,0.3
"Hepatitis NOS",2015,"Waitemata",1,0.2
"Poliomyelitis",2015,"Waitemata",0,0
"Cysticercosis",2015,"Waitemata",0,0
"Haemophilus influenzae type b",2015,"Waitemata",0,0
"Invasive pneumococcal disease",2015,"Waitemata",35,6.1
"Hepatitis A",2015,"Waitemata",8,1.4
"Mumps",2015,"Waitemata",2,0.3
"Cholera",2015,"Waitemata",0,0
"Diphtheria",2015,"Waitemata",0,0
"Rabies and other lyssaviruses",2015,"Waitemata",0,0
"Acute gastroenteritis",2015,"Waitemata",65,11.3
"Tuberculosis disease",2015,"Waitemata",40,7
"Mpox",2015,"Waitemata",0,0
"Rubella",2015,"Auckland",0,0
"Meningoencephalitis - primary amoebic",2015,"Auckland",0,0
"Hydatid disease",2015,"Auckland",0,0
"Legionellosis",2015,"Auckland",14,2.9
"Yersiniosis",2015,"Auckland",47,9.6
"Meningococcal disease",2015,"Auckland",3,0.6
"Paratyphoid fever",2015,"Auckland",5,1
"Malaria",2015,"Auckland",8,1.6
"Hepatitis C",2015,"Auckland",2,0.4
"Shigellosis",2015,"Auckland",26,5.3
"Rheumatic fever",2015,"Auckland",16,3.3
"Tetanus",2015,"Auckland",0,0
"Pertussis",2015,"Auckland",73,14.9
"Trichinosis",2015,"Auckland",0,0
"Cryptosporidiosis",2015,"Auckland",51,10.4
"Toxic shellfish poisoning",2015,"Auckland",0,0
"Typhoid fever",2015,"Auckland",10,2
"Q fever",2015,"Auckland",0,0
"Campylobacteriosis",2015,"Auckland",533,108.8
"Arboviral diseases",2015,"Auckland",49,10
"Leprosy",2015,"Auckland",1,0.2
"Tuberculosis disease",2015,"Auckland",62,12.7
"Invasive pneumococcal disease",2015,"Auckland",36,7.3
"Listeriosis",2015,"Auckland",3,0.6
"Cysticercosis",2015,"Auckland",0,0
"Leptospirosis",2015,"Auckland",0,0
"Brucellosis",2015,"Auckland",1,0.2
"VTEC/STEC infection",2015,"Auckland",44,9
"Rickettsial disease",2015,"Auckland",1,0.2
"Cholera",2015,"Auckland",0,0
"Measles",2015,"Auckland",0,0
"Rabies and other lyssaviruses",2015,"Auckland",0,0
"Hepatitis B",2015,"Auckland",10,2
"Salmonellosis",2015,"Auckland",122,24.9
"Poliomyelitis",2015,"Auckland",0,0
"Haemophilus influenzae type b",2015,"Auckland",0,0
"Mpox",2015,"Auckland",0,0
"Acute gastroenteritis",2015,"Auckland",113,23.1
"Taeniasis",2015,"Auckland",1,0.2
"Mumps",2015,"Auckland",0,0
"Hepatitis NOS",2015,"Auckland",0,0
"Diphtheria",2015,"Auckland",0,0
"Hepatitis A",2015,"Auckland",9,1.8
"Giardiasis",2015,"Auckland",183,37.4
"Toxic shellfish poisoning",2015,"Bay of Plenty",0,0
"Tetanus",2015,"Bay of Plenty",0,0
"Pertussis",2015,"Bay of Plenty",20,9
"Rickettsial disease",2015,"Bay of Plenty",0,0
"Typhoid fever",2015,"Bay of Plenty",2,0.9
"Leptospirosis",2015,"Bay of Plenty",4,1.8
"Listeriosis",2015,"Bay of Plenty",6,2.7
"Arboviral diseases",2015,"Bay of Plenty",5,2.3
"Malaria",2015,"Bay of Plenty",2,0.9
"Shigellosis",2015,"Bay of Plenty",5,2.3
"Paratyphoid fever",2015,"Bay of Plenty",0,0
"Measles",2015,"Bay of Plenty",1,0.5
"Salmonellosis",2015,"Bay of Plenty",38,17.2
"Trichinosis",2015,"Bay of Plenty",0,0
"Cysticercosis",2015,"Bay of Plenty",0,0
"Hepatitis B",2015,"Bay of Plenty",1,0.5
"Cholera",2015,"Bay of Plenty",0,0
"Rabies and other lyssaviruses",2015,"Bay of Plenty",0,0
"Campylobacteriosis",2015,"Bay of Plenty",244,110.2
"Invasive pneumococcal disease",2015,"Bay of Plenty",29,13.1
"Leprosy",2015,"Bay of Plenty",2,0.9
"Hepatitis C",2015,"Bay of Plenty",0,0
"Rheumatic fever",2015,"Bay of Plenty",8,3.6
"Meningococcal disease",2015,"Bay of Plenty",2,0.9
"Acute gastroenteritis",2015,"Bay of Plenty",18,8.1
"Brucellosis",2015,"Bay of Plenty",0,0
"Mumps",2015,"Bay of Plenty",0,0
"Hepatitis A",2015,"Bay of Plenty",4,1.8
"Mpox",2015,"Bay of Plenty",0,0
"Poliomyelitis",2015,"Bay of Plenty",0,0
"Tuberculosis disease",2015,"Bay of Plenty",7,3.2
"Yersiniosis",2015,"Bay of Plenty",37,16.7
"Hepatitis NOS",2015,"Bay of Plenty",0,0
"Taeniasis",2015,"Bay of Plenty",0,0
"Meningoencephalitis - primary amoebic",2015,"Bay of Plenty",0,0
"Diphtheria",2015,"Bay of Plenty",0,0
"Hydatid disease",2015,"Bay of Plenty",0,0
"VTEC/STEC infection",2015,"Bay of Plenty",13,5.9
"Haemophilus influenzae type b",2015,"Bay of Plenty",1,0.5
"Cryptosporidiosis",2015,"Bay of Plenty",19,8.6
"Q fever",2015,"Bay of Plenty",0,0
"Legionellosis",2015,"Bay of Plenty",22,9.9
"Giardiasis",2015,"Bay of Plenty",65,29.3
"Rubella",2015,"Bay of Plenty",0,0
"Leptospirosis",2015,"Capital, Coast and Hutt Valley",2,0.4
"Pertussis",2015,"Capital, Coast and Hutt Valley",97,21.8
"Rickettsial disease",2015,"Capital, Coast and Hutt Valley",0,0
"Leprosy",2015,"Capital, Coast and Hutt Valley",1,0.2
"Tuberculosis disease",2015,"Capital, Coast and Hutt Valley",25,5.6
"Cysticercosis",2015,"Capital, Coast and Hutt Valley",0,0
"Typhoid fever",2015,"Capital, Coast and Hutt Valley",2,0.4
"Measles",2015,"Capital, Coast and Hutt Valley",0,0
"Trichinosis",2015,"Capital, Coast and Hutt Valley",0,0
"Meningococcal disease",2015,"Capital, Coast and Hutt Valley",5,1.1
"Rabies and other lyssaviruses",2015,"Capital, Coast and Hutt Valley",0,0
"Cholera",2015,"Capital, Coast and Hutt Valley",0,0
"Salmonellosis",2015,"Capital, Coast and Hutt Valley",86,19.3
"Rheumatic fever",2015,"Capital, Coast and Hutt Valley",7,1.6
"Hepatitis NOS",2015,"Capital, Coast and Hutt Valley",0,0
"Listeriosis",2015,"Capital, Coast and Hutt Valley",4,0.9
"Toxic shellfish poisoning",2015,"Capital, Coast and Hutt Valley",0,0
"Brucellosis",2015,"Capital, Coast and Hutt Valley",0,0
"Shigellosis",2015,"Capital, Coast and Hutt Valley",14,3.1
"Mpox",2015,"Capital, Coast and Hutt Valley",0,0
"Acute gastroenteritis",2015,"Capital, Coast and Hutt Valley",100,22.5
"Diphtheria",2015,"Capital, Coast and Hutt Valley",0,0
"Poliomyelitis",2015,"Capital, Coast and Hutt Valley",0,0
"VTEC/STEC infection",2015,"Capital, Coast and Hutt Valley",7,1.6
"Hepatitis B",2015,"Capital, Coast and Hutt Valley",3,0.7
"Malaria",2015,"Capital, Coast and Hutt Valley",3,0.7
"Meningoencephalitis - primary amoebic",2015,"Capital, Coast and Hutt Valley",0,0
"Campylobacteriosis",2015,"Capital, Coast and Hutt Valley",582,130.7
"Taeniasis",2015,"Capital, Coast and Hutt Valley",1,0.2
"Invasive pneumococcal disease",2015,"Capital, Coast and Hutt Valley",43,9.7
"Giardiasis",2015,"Capital, Coast and Hutt Valley",176,39.5
"Mumps",2015,"Capital, Coast and Hutt Valley",1,0.2
"Hepatitis A",2015,"Capital, Coast and Hutt Valley",1,0.2
"Rubella",2015,"Capital, Coast and Hutt Valley",0,0
"Haemophilus influenzae type b",2015,"Capital, Coast and Hutt Valley",0,0
"Yersiniosis",2015,"Capital, Coast and Hutt Valley",91,20.4
"Cryptosporidiosis",2015,"Capital, Coast and Hutt Valley",36,8.1
"Hydatid disease",2015,"Capital, Coast and Hutt Valley",0,0
"Hepatitis C",2015,"Capital, Coast and Hutt Valley",8,1.8
"Arboviral diseases",2015,"Capital, Coast and Hutt Valley",24,5.4
"Q fever",2015,"Capital, Coast and Hutt Valley",0,0
"Tetanus",2015,"Capital, Coast and Hutt Valley",0,0
"Legionellosis",2015,"Capital, Coast and Hutt Valley",9,2
"Paratyphoid fever",2015,"Capital, Coast and Hutt Valley",2,0.4
"Tuberculosis disease",2015,"Nelson Marlborough",3,2.1
"Malaria",2015,"Nelson Marlborough",1,0.7
"Poliomyelitis",2015,"Nelson Marlborough",0,0
"Listeriosis",2015,"Nelson Marlborough",1,0.7
"Salmonellosis",2015,"Nelson Marlborough",29,20
"Brucellosis",2015,"Nelson Marlborough",0,0
"Meningococcal disease",2015,"Nelson Marlborough",1,0.7
"Diphtheria",2015,"Nelson Marlborough",0,0
"Cholera",2015,"Nelson Marlborough",0,0
"Trichinosis",2015,"Nelson Marlborough",0,0
"Hepatitis B",2015,"Nelson Marlborough",1,0.7
"Typhoid fever",2015,"Nelson Marlborough",1,0.7
"Mpox",2015,"Nelson Marlborough",0,0
"Yersiniosis",2015,"Nelson Marlborough",10,6.9
"Hepatitis NOS",2015,"Nelson Marlborough",0,0
"Toxic shellfish poisoning",2015,"Nelson Marlborough",3,2.1
"VTEC/STEC infection",2015,"Nelson Marlborough",12,8.3
"Meningoencephalitis - primary amoebic",2015,"Nelson Marlborough",0,0
"Rheumatic fever",2015,"Nelson Marlborough",0,0
"Taeniasis",2015,"Nelson Marlborough",0,0
"Rubella",2015,"Nelson Marlborough",0,0
"Tetanus",2015,"Nelson Marlborough",1,0.7
"Cryptosporidiosis",2015,"Nelson Marlborough",12,8.3
"Q fever",2015,"Nelson Marlborough",0,0
"Cysticercosis",2015,"Nelson Marlborough",0,0
"Measles",2015,"Nelson Marlborough",0,0
"Hepatitis C",2015,"Nelson Marlborough",1,0.7
"Shigellosis",2015,"Nelson Marlborough",0,0
"Campylobacteriosis",2015,"Nelson Marlborough",217,150
"Legionellosis",2015,"Nelson Marlborough",4,2.8
"Mumps",2015,"Nelson Marlborough",0,0
"Hepatitis A",2015,"Nelson Marlborough",0,0
"Hydatid disease",2015,"Nelson Marlborough",0,0
"Acute gastroenteritis",2015,"Nelson Marlborough",1,0.7
"Pertussis",2015,"Nelson Marlborough",73,50.5
"Leptospirosis",2015,"Nelson Marlborough",5,3.5
"Rickettsial disease",2015,"Nelson Marlborough",0,0
"Haemophilus influenzae type b",2015,"Nelson Marlborough",0,0
"Giardiasis",2015,"Nelson Marlborough",64,44.2
"Paratyphoid fever",2015,"Nelson Marlborough",2,1.4
"Arboviral diseases",2015,"Nelson Marlborough",5,3.5
"Invasive pneumococcal disease",2015,"Nelson Marlborough",11,7.6
"Rabies and other lyssaviruses",2015,"Nelson Marlborough",0,0
"Leprosy",2015,"Nelson Marlborough",0,0
"Rheumatic fever",2015,"Canterbury",3,0.6
"Meningoencephalitis - primary amoebic",2015,"Canterbury",0,0
"Diphtheria",2015,"Canterbury",0,0
"VTEC/STEC infection",2015,"Canterbury",23,4.4
"Yersiniosis",2015,"Canterbury",162,30.8
"Listeriosis",2015,"Canterbury",3,0.6
"Measles",2015,"Canterbury",1,0.2
"Poliomyelitis",2015,"Canterbury",0,0
"Malaria",2015,"Canterbury",3,0.6
"Shigellosis",2015,"Canterbury",12,2.3
"Hepatitis B",2015,"Canterbury",3,0.6
"Haemophilus influenzae type b",2015,"Canterbury",0,0
"Legionellosis",2015,"Canterbury",39,7.4
"Giardiasis",2015,"Canterbury",135,25.7
"Campylobacteriosis",2015,"Canterbury",728,138.4
"Toxic shellfish poisoning",2015,"Canterbury",0,0
"Rabies and other lyssaviruses",2015,"Canterbury",0,0
"Invasive pneumococcal disease",2015,"Canterbury",41,7.8
"Tuberculosis disease",2015,"Canterbury",27,5.1
"Rubella",2015,"Canterbury",0,0
"Typhoid fever",2015,"Canterbury",0,0
"Hepatitis C",2015,"Canterbury",9,1.7
"Taeniasis",2015,"Canterbury",0,0
"Rickettsial disease",2015,"Canterbury",0,0
"Paratyphoid fever",2015,"Canterbury",3,0.6
"Tetanus",2015,"Canterbury",0,0
"Pertussis",2015,"Canterbury",236,44.9
"Mumps",2015,"Canterbury",1,0.2
"Q fever",2015,"Canterbury",0,0
"Cholera",2015,"Canterbury",0,0
"Leprosy",2015,"Canterbury",0,0
"Meningococcal disease",2015,"Canterbury",4,0.8
"Hepatitis NOS",2015,"Canterbury",0,0
"Arboviral diseases",2015,"Canterbury",9,1.7
"Acute gastroenteritis",2015,"Canterbury",29,5.5
"Trichinosis",2015,"Canterbury",0,0
"Hydatid disease",2015,"Canterbury",1,0.2
"Cysticercosis",2015,"Canterbury",0,0
"Leptospirosis",2015,"Canterbury",3,0.6
"Hepatitis A",2015,"Canterbury",4,0.8
"Mpox",2015,"Canterbury",0,0
"Salmonellosis",2015,"Canterbury",155,29.5
"Cryptosporidiosis",2015,"Canterbury",70,13.3
"Brucellosis",2015,"Canterbury",0,0
"Toxic shellfish poisoning",2015,"Southern",0,0
"VTEC/STEC infection",2015,"Southern",16,5.1
"Q fever",2015,"Southern",0,0
"Hepatitis B",2015,"Southern",0,0
"Malaria",2015,"Southern",1,0.3
"Yersiniosis",2015,"Southern",38,12.1
"Cysticercosis",2015,"Southern",0,0
"Measles",2015,"Southern",0,0
"Hepatitis C",2015,"Southern",3,1
"Shigellosis",2015,"Southern",7,2.2
"Campylobacteriosis",2015,"Southern",512,163.1
"Rickettsial disease",2015,"Southern",0,0
"Tetanus",2015,"Southern",0,0
"Invasive pneumococcal disease",2015,"Southern",31,9.9
"Cryptosporidiosis",2015,"Southern",61,19.4
"Acute gastroenteritis",2015,"Southern",12,3.8
"Haemophilus influenzae type b",2015,"Southern",0,0
"Tuberculosis disease",2015,"Southern",6,1.9
"Leptospirosis",2015,"Southern",8,2.5
"Meningococcal disease",2015,"Southern",4,1.3
"Typhoid fever",2015,"Southern",3,1
"Pertussis",2015,"Southern",169,53.8
"Mumps",2015,"Southern",0,0
"Hydatid disease",2015,"Southern",0,0
"Rubella",2015,"Southern",0,0
"Rabies and other lyssaviruses",2015,"Southern",0,0
"Salmonellosis",2015,"Southern",136,43.3
"Mpox",2015,"Southern",0,0
"Hepatitis NOS",2015,"Southern",1,0.3
"Cholera",2015,"Southern",0,0
"Diphtheria",2015,"Southern",0,0
"Trichinosis",2015,"Southern",0,0
"Listeriosis",2015,"Southern",1,0.3
"Arboviral diseases",2015,"Southern",8,2.5
"Poliomyelitis",2015,"Southern",0,0
"Hepatitis A",2015,"Southern",3,1
"Paratyphoid fever",2015,"Southern",2,0.6
"Legionellosis",2015,"Southern",12,3.8
"Leprosy",2015,"Southern",1,0.3
"Brucellosis",2015,"Southern",0,0
"Rheumatic fever",2015,"Southern",0,0
"Giardiasis",2015,"Southern",72,22.9
"Taeniasis",2015,"Southern",0,0
"Meningoencephalitis - primary amoebic",2015,"Southern",0,0
"Q fever",2015,"South Canterbury",0,0
"Toxic shellfish poisoning",2015,"South Canterbury",0,0
"Tuberculosis disease",2015,"South Canterbury",0,0
"Rickettsial disease",2015,"South Canterbury",0,0
"Malaria",2015,"South Canterbury",0,0
"Leptospirosis",2015,"South Canterbury",1,1.7
"Hydatid disease",2015,"South Canterbury",0,0
"Typhoid fever",2015,"South Canterbury",0,0
"Invasive pneumococcal disease",2015,"South Canterbury",3,5.1
"Mumps",2015,"South Canterbury",0,0
"Mpox",2015,"South Canterbury",0,0
"VTEC/STEC infection",2015,"South Canterbury",6,10.2
"Hepatitis C",2015,"South Canterbury",0,0
"Poliomyelitis",2015,"South Canterbury",0,0
"Meningococcal disease",2015,"South Canterbury",1,1.7
"Paratyphoid fever",2015,"South Canterbury",0,0
"Cholera",2015,"South Canterbury",0,0
"Pertussis",2015,"South Canterbury",4,6.8
"Trichinosis",2015,"South Canterbury",0,0
"Hepatitis NOS",2015,"South Canterbury",0,0
"Rubella",2015,"South Canterbury",0,0
"Rabies and other lyssaviruses",2015,"South Canterbury",0,0
"Hepatitis A",2015,"South Canterbury",0,0
"Rheumatic fever",2015,"South Canterbury",0,0
"Cysticercosis",2015,"South Canterbury",0,0
"Measles",2015,"South Canterbury",0,0
"Yersiniosis",2015,"South Canterbury",16,27.3
"Taeniasis",2015,"South Canterbury",0,0
"Arboviral diseases",2015,"South Canterbury",1,1.7
"Leprosy",2015,"South Canterbury",0,0
"Salmonellosis",2015,"South Canterbury",26,44.4
"Cryptosporidiosis",2015,"South Canterbury",14,23.9
"Shigellosis",2015,"South Canterbury",0,0
"Legionellosis",2015,"South Canterbury",3,5.1
"Diphtheria",2015,"South Canterbury",0,0
"Brucellosis",2015,"South Canterbury",0,0
"Meningoencephalitis - primary amoebic",2015,"South Canterbury",0,0
"Acute gastroenteritis",2015,"South Canterbury",1,1.7
"Haemophilus influenzae type b",2015,"South Canterbury",0,0
"Giardiasis",2015,"South Canterbury",13,22.2
"Listeriosis",2015,"South Canterbury",0,0
"Tetanus",2015,"South Canterbury",0,0
"Campylobacteriosis",2015,"South Canterbury",126,215.2
"Hepatitis B",2015,"South Canterbury",0,0
"Tuberculosis disease",2015,"Northland",3,1.8
"Hepatitis C",2015,"Northland",3,1.8
"Mumps",2015,"Northland",3,1.8
"Invasive pneumococcal disease",2015,"Northland",28,16.6
"Cholera",2015,"Northland",0,0
"Meningococcal disease",2015,"Northland",8,4.8
"Typhoid fever",2015,"Northland",0,0
"Cysticercosis",2015,"Northland",0,0
"Rabies and other lyssaviruses",2015,"Northland",0,0
"Giardiasis",2015,"Northland",61,36.3
"Hepatitis A",2015,"Northland",2,1.2
"VTEC/STEC infection",2015,"Northland",24,14.3
"Measles",2015,"Northland",0,0
"Poliomyelitis",2015,"Northland",0,0
"Hepatitis NOS",2015,"Northland",0,0
"Listeriosis",2015,"Northland",0,0
"Leprosy",2015,"Northland",0,0
"Diphtheria",2015,"Northland",0,0
"Taeniasis",2015,"Northland",0,0
"Mpox",2015,"Northland",0,0
"Acute gastroenteritis",2015,"Northland",1,0.6
"Haemophilus influenzae type b",2015,"Northland",0,0
"Yersiniosis",2015,"Northland",8,4.8
"Q fever",2015,"Northland",0,0
"Hepatitis B",2015,"Northland",1,0.6
"Malaria",2015,"Northland",0,0
"Brucellosis",2015,"Northland",0,0
"Trichinosis",2015,"Northland",0,0
"Rubella",2015,"Northland",0,0
"Salmonellosis",2015,"Northland",40,23.8
"Pertussis",2015,"Northland",36,21.4
"Hydatid disease",2015,"Northland",0,0
"Rheumatic fever",2015,"Northland",4,2.4
"Tetanus",2015,"Northland",0,0
"Arboviral diseases",2015,"Northland",0,0
"Cryptosporidiosis",2015,"Northland",27,16.1
"Paratyphoid fever",2015,"Northland",0,0
"Toxic shellfish poisoning",2015,"Northland",0,0
"Campylobacteriosis",2015,"Northland",254,151
"Meningoencephalitis - primary amoebic",2015,"Northland",0,0
"Legionellosis",2015,"Northland",13,7.7
"Leptospirosis",2015,"Northland",0,0
"Shigellosis",2015,"Northland",0,0
"Rickettsial disease",2015,"Northland",1,0.6
"Tuberculosis disease",2015,"Counties Manukau",67,12.9
"Rabies and other lyssaviruses",2015,"Counties Manukau",0,0
"Poliomyelitis",2015,"Counties Manukau",0,0
"Hepatitis NOS",2015,"Counties Manukau",0,0
"Invasive pneumococcal disease",2015,"Counties Manukau",69,13.2
"Meningococcal disease",2015,"Counties Manukau",7,1.3
"Rheumatic fever",2015,"Counties Manukau",36,6.9
"Legionellosis",2015,"Counties Manukau",24,4.6
"Leprosy",2015,"Counties Manukau",0,0
"Yersiniosis",2015,"Counties Manukau",49,9.4
"Mpox",2015,"Counties Manukau",0,0
"VTEC/STEC infection",2015,"Counties Manukau",45,8.6
"Tetanus",2015,"Counties Manukau",0,0
"Pertussis",2015,"Counties Manukau",142,27.2
"Cryptosporidiosis",2015,"Counties Manukau",74,14.2
"Listeriosis",2015,"Counties Manukau",3,0.6
"Measles",2015,"Counties Manukau",2,0.4
"Diphtheria",2015,"Counties Manukau",2,0.4
"Meningoencephalitis - primary amoebic",2015,"Counties Manukau",0,0
"Rubella",2015,"Counties Manukau",0,0
"Hepatitis B",2015,"Counties Manukau",2,0.4
"Salmonellosis",2015,"Counties Manukau",69,13.2
"Mumps",2015,"Counties Manukau",2,0.4
"Q fever",2015,"Counties Manukau",0,0
"Paratyphoid fever",2015,"Counties Manukau",4,0.8
"Haemophilus influenzae type b",2015,"Counties Manukau",0,0
"Leptospirosis",2015,"Counties Manukau",2,0.4
"Shigellosis",2015,"Counties Manukau",23,4.4
"Cysticercosis",2015,"Counties Manukau",0,0
"Toxic shellfish poisoning",2015,"Counties Manukau",0,0
"Giardiasis",2015,"Counties Manukau",162,31.1
"Taeniasis",2015,"Counties Manukau",1,0.2
"Campylobacteriosis",2015,"Counties Manukau",488,93.6
"Arboviral diseases",2015,"Counties Manukau",40,7.7
"Malaria",2015,"Counties Manukau",8,1.5
"Hepatitis A",2015,"Counties Manukau",10,1.9
"Hydatid disease",2015,"Counties Manukau",1,0.2
"Acute gastroenteritis",2015,"Counties Manukau",32,6.1
"Typhoid fever",2015,"Counties Manukau",20,3.8
"Brucellosis",2015,"Counties Manukau",0,0
"Rickettsial disease",2015,"Counties Manukau",0,0
"Hepatitis C",2015,"Counties Manukau",0,0
"Trichinosis",2015,"Counties Manukau",0,0
"Cholera",2015,"Counties Manukau",0,0
"Hepatitis NOS",2015,"Waikato",0,0
"Measles",2015,"Waikato",2,0.5
"Diphtheria",2015,"Waikato",0,0
"Hydatid disease",2015,"Waikato",0,0
"Haemophilus influenzae type b",2015,"Waikato",0,0
"VTEC/STEC infection",2015,"Waikato",53,13.6
"Cryptosporidiosis",2015,"Waikato",116,29.7
"Rubella",2015,"Waikato",0,0
"Toxic shellfish poisoning",2015,"Waikato",0,0
"Mpox",2015,"Waikato",0,0
"Taeniasis",2015,"Waikato",0,0
"Acute gastroenteritis",2015,"Waikato",7,1.8
"Legionellosis",2015,"Waikato",18,4.6
"Giardiasis",2015,"Waikato",113,28.9
