"Disease","Report Year","Ethnic Group","Case Count","Case rate per 100,000"
"Meningoencephalitis - primary amoebic",2022,"Asian",0,0
"Rabies and other lyssaviruses",2022,"Asian",0,0
"Cryptosporidiosis",2022,"Asian",26,3.4
"Trichinosis",2022,"Asian",0,0
"Campylobacteriosis",2022,"Asian",477,62.4
"Measles",2022,"Asian",0,0
"Yersiniosis",2022,"Asian",272,35.6
"Salmonellosis",2022,"Asian",103,13.5
"Paratyphoid fever",2022,"Asian",13,1.7
"Rickettsial disease",2022,"Asian",0,0
"Mpox",2022,"Asian",6,0.8
"Cholera",2022,"MELAA",0,0
"Brucellosis",2022,"MELAA",0,0
"Malaria",2022,"MELAA",4,5.5
"Tuberculosis disease",2022,"MELAA",11,15.1
"VTEC/STEC infection",2022,"MELAA",14,19.2
"Invasive pneumococcal disease",2022,"MELAA",10,13.7
"Trichinosis",2022,"MELAA",0,0
"Campylobacteriosis",2022,"MELAA",79,108.1
"Hepatitis A",2022,"MELAA",1,1.4
"Shigellosis",2022,"MELAA",1,1.4
"Legionellosis",2022,"MELAA",5,6.8
"Diphtheria",2022,"MELAA",0,0
"Rubella",2022,"MELAA",0,0
"Rheumatic fever",2022,"MELAA",0,0
"Leprosy",2022,"MELAA",0,0
"Poliomyelitis",2022,"MELAA",0,0
"Toxic shellfish poisoning",2022,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2022,"MELAA",0,0
"Q fever",2022,"MELAA",0,0
"Hepatitis B",2022,"MELAA",0,0
"Arboviral diseases",2022,"MELAA",0,0
"Hepatitis C",2022,"MELAA",0,0
"Acute gastroenteritis",2022,"MELAA",3,4.1
"Haemophilus influenzae type b",2022,"MELAA",0,0
"Giardiasis",2022,"MELAA",11,15.1
"Hydatid disease",2022,"MELAA",0,0
"Measles",2022,"MELAA",0,0
"Pertussis",2022,"MELAA",0,0
"Cysticercosis",2022,"MELAA",0,0
"Rickettsial disease",2022,"MELAA",0,0
"Tetanus",2022,"MELAA",0,0
"Hepatitis NOS",2022,"MELAA",0,0
"Mpox",2022,"MELAA",8,10.9
"Taeniasis",2022,"MELAA",1,1.4
"Leptospirosis",2022,"MELAA",1,1.4
"Paratyphoid fever",2022,"MELAA",0,0
"Mumps",2022,"MELAA",0,0
"Typhoid fever",2022,"MELAA",0,0
"Rabies and other lyssaviruses",2022,"MELAA",0,0
"Meningococcal disease",2022,"MELAA",0,0
"Salmonellosis",2022,"MELAA",4,5.5
"Cryptosporidiosis",2022,"MELAA",5,6.8
"Listeriosis",2022,"MELAA",1,1.4
"Yersiniosis",2022,"MELAA",19,26
"Hepatitis A",2022,"European or Others",33,1.1
"Invasive pneumococcal disease",2022,"European or Others",264,8.5
"Poliomyelitis",2022,"European or Others",0,0
"Tuberculosis disease",2022,"European or Others",18,0.6
"Tetanus",2022,"European or Others",1,0
"Q fever",2022,"European or Others",0,0
"VTEC/STEC infection",2022,"European or Others",795,25.7
"Trichinosis",2022,"European or Others",0,0
"Leptospirosis",2022,"European or Others",89,2.9
"Hepatitis NOS",2022,"European or Others",0,0
"Leprosy",2022,"European or Others",0,0
"Hydatid disease",2022,"European or Others",1,0
"Rheumatic fever",2022,"European or Others",0,0
"Rickettsial disease",2022,"European or Others",5,0.2
"Pertussis",2022,"European or Others",13,0.4
"Hepatitis B",2022,"European or Others",4,0.1
"Brucellosis",2022,"European or Others",0,0
"Arboviral diseases",2022,"European or Others",5,0.2
"Meningoencephalitis - primary amoebic",2022,"European or Others",0,0
"Malaria",2022,"European or Others",8,0.3
"Legionellosis",2022,"European or Others",172,5.6
"Shigellosis",2022,"European or Others",43,1.4
"Hepatitis C",2022,"European or Others",18,0.6
"Mumps",2022,"European or Others",1,0
"Cysticercosis",2022,"European or Others",0,0
"Listeriosis",2022,"European or Others",17,0.5
"Taeniasis",2022,"European or Others",0,0
"Paratyphoid fever",2022,"European or Others",2,0.1
"Toxic shellfish poisoning",2022,"European or Others",0,0
"Mpox",2022,"European or Others",18,0.6
"Haemophilus influenzae type b",2022,"European or Others",0,0
"Rabies and other lyssaviruses",2022,"European or Others",0,0
"Acute gastroenteritis",2022,"European or Others",211,6.8
"Cryptosporidiosis",2022,"European or Others",454,14.7
"Salmonellosis",2022,"European or Others",495,16
"Rubella",2022,"European or Others",0,0
"Diphtheria",2022,"European or Others",2,0.1
"Yersiniosis",2022,"European or Others",723,23.4
"Meningococcal disease",2022,"European or Others",24,0.8
"Cholera",2022,"European or Others",0,0
"Campylobacteriosis",2022,"European or Others",4457,144.1
"Measles",2022,"European or Others",0,0
"Typhoid fever",2022,"European or Others",1,0
"Giardiasis",2022,"European or Others",514,16.6
"Poliomyelitis",2023,"Māori",0,0
"Arboviral diseases",2023,"Māori",1,0.1
"Mumps",2023,"Māori",0,0
"Rickettsial disease",2023,"Māori",0,0
"Malaria",2023,"Māori",0,0
"Brucellosis",2023,"Māori",0,0
"VTEC/STEC infection",2023,"Māori",130,15.1
"Pertussis",2023,"Māori",52,6
"Hydatid disease",2023,"Māori",0,0
"Q fever",2023,"Māori",0,0
"Toxic shellfish poisoning",2023,"Māori",0,0
"Tuberculosis disease",2023,"Māori",16,1.9
"Hepatitis B",2023,"Māori",4,0.5
"Rheumatic fever",2023,"Māori",82,9.5
"Hepatitis NOS",2023,"Māori",0,0
"Hepatitis C",2023,"Māori",8,0.9
"Acute gastroenteritis",2023,"Māori",85,9.9
"Rabies and other lyssaviruses",2023,"Māori",0,0
"Leprosy",2023,"Māori",0,0
"Rubella",2023,"Māori",0,0
"Cysticercosis",2023,"Māori",0,0
"Leptospirosis",2023,"Māori",28,3.3
"Listeriosis",2023,"Māori",4,0.5
"Salmonellosis",2023,"Māori",107,12.4
"Trichinosis",2023,"Māori",0,0
"Invasive pneumococcal disease",2023,"Māori",194,22.5
"Shigellosis",2023,"Māori",13,1.5
"Mpox",2023,"Māori",0,0
"Legionellosis",2023,"Māori",30,3.5
"Cholera",2023,"Māori",0,0
"Measles",2023,"Māori",6,0.7
"Meningococcal disease",2023,"Māori",18,2.1
"Taeniasis",2023,"Māori",0,0
"Diphtheria",2023,"Māori",0,0
"Meningoencephalitis - primary amoebic",2023,"Māori",0,0
"Yersiniosis",2023,"Māori",173,20.1
"Giardiasis",2023,"Māori",108,12.5
"Tetanus",2023,"Māori",0,0
"Campylobacteriosis",2023,"Māori",610,70.9
"Cryptosporidiosis",2023,"Māori",98,11.4
"Typhoid fever",2023,"Māori",0,0
"Paratyphoid fever",2023,"Māori",1,0.1
"Hepatitis A",2023,"Māori",4,0.5
"Haemophilus influenzae type b",2023,"Māori",2,0.2
"Poliomyelitis",2023,"Pacific",0,0
"VTEC/STEC infection",2023,"Pacific",30,8.6
"Rheumatic fever",2023,"Pacific",96,27.6
"Campylobacteriosis",2023,"Pacific",178,51.2
"Hydatid disease",2023,"Pacific",0,0
"Leprosy",2023,"Pacific",3,0.9
"Invasive pneumococcal disease",2023,"Pacific",114,32.8
"Diphtheria",2023,"Pacific",1,0.3
"Toxic shellfish poisoning",2023,"Pacific",0,0
"Pertussis",2023,"Pacific",29,8.3
"Mumps",2023,"Pacific",0,0
"Cysticercosis",2023,"Pacific",0,0
"Trichinosis",2023,"Pacific",0,0
"Q fever",2023,"Pacific",0,0
"Brucellosis",2023,"Pacific",2,0.6
"Hepatitis B",2023,"Pacific",5,1.4
"Legionellosis",2023,"Pacific",12,3.5
"Leptospirosis",2023,"Pacific",5,1.4
"Rubella",2023,"Pacific",0,0
"Listeriosis",2023,"Pacific",4,1.2
"Salmonellosis",2023,"Pacific",49,14.1
"Tuberculosis disease",2023,"Pacific",45,12.9
"Meningoencephalitis - primary amoebic",2023,"Pacific",0,0
"Hepatitis A",2023,"Pacific",1,0.3
"Mpox",2023,"Pacific",0,0
"Taeniasis",2023,"Pacific",0,0
"Cholera",2023,"Pacific",0,0
"Measles",2023,"Pacific",0,0
"Malaria",2023,"Pacific",12,3.5
"Typhoid fever",2023,"Pacific",16,4.6
"Meningococcal disease",2023,"Pacific",11,3.2
"Rickettsial disease",2023,"Pacific",0,0
"Yersiniosis",2023,"Pacific",53,15.2
"Shigellosis",2023,"Pacific",10,2.9
"Rabies and other lyssaviruses",2023,"Pacific",0,0
"Tetanus",2023,"Pacific",0,0
"Hepatitis NOS",2023,"Pacific",3,0.9
"Hepatitis C",2023,"Pacific",3,0.9
"Cryptosporidiosis",2023,"Pacific",21,6
"Giardiasis",2023,"Pacific",15,4.3
"Paratyphoid fever",2023,"Pacific",3,0.9
"Haemophilus influenzae type b",2023,"Pacific",2,0.6
"Acute gastroenteritis",2023,"Pacific",11,3.2
"Arboviral diseases",2023,"Pacific",2,0.6
"Rheumatic fever",2023,"Asian",1,0.1
"VTEC/STEC infection",2023,"Asian",57,7.3
"Leprosy",2023,"Asian",1,0.1
"Poliomyelitis",2023,"Asian",0,0
"Toxic shellfish poisoning",2023,"Asian",0,0
"Rubella",2023,"Asian",0,0
"Pertussis",2023,"Asian",9,1.1
"Hydatid disease",2023,"Asian",1,0.1
"Tuberculosis disease",2023,"Asian",218,27.8
"Rickettsial disease",2023,"Asian",2,0.3
"Q fever",2023,"Asian",0,0
"Hepatitis B",2023,"Asian",2,0.3
"Legionellosis",2023,"Asian",14,1.8
"Shigellosis",2023,"Asian",33,4.2
"Measles",2023,"Asian",4,0.5
"Malaria",2023,"Asian",20,2.6
"Cysticercosis",2023,"Asian",0,0
"Salmonellosis",2023,"Asian",128,16.3
"Arboviral diseases",2023,"Asian",26,3.3
"Mumps",2023,"Asian",6,0.8
"Invasive pneumococcal disease",2023,"Asian",66,8.4
"Brucellosis",2023,"Asian",2,0.3
"Haemophilus influenzae type b",2023,"Asian",0,0
"Meningoencephalitis - primary amoebic",2023,"Asian",0,0
"Hepatitis A",2023,"Asian",17,2.2
"Cryptosporidiosis",2023,"Asian",65,8.3
"Acute gastroenteritis",2023,"Asian",32,4.1
"Leptospirosis",2023,"Asian",5,0.6
"Diphtheria",2023,"Asian",0,0
"Yersiniosis",2023,"Asian",268,34.2
"Hepatitis C",2023,"Asian",0,0
"Taeniasis",2023,"Asian",0,0
"Trichinosis",2023,"Asian",0,0
"Cholera",2023,"Asian",0,0
"Paratyphoid fever",2023,"Asian",22,2.8
"Hepatitis NOS",2023,"Asian",1,0.1
"Meningococcal disease",2023,"Asian",0,0
"Listeriosis",2023,"Asian",8,1
"Campylobacteriosis",2023,"Asian",538,68.6
"Rabies and other lyssaviruses",2023,"Asian",1,0.1
"Mpox",2023,"Asian",3,0.4
"Typhoid fever",2023,"Asian",52,6.6
"Tetanus",2023,"Asian",0,0
"Giardiasis",2023,"Asian",102,13
"Tuberculosis disease",2023,"MELAA",12,16
"Leprosy",2023,"MELAA",0,0
"VTEC/STEC infection",2023,"MELAA",12,16
"Mumps",2023,"MELAA",1,1.3
"Rickettsial disease",2023,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2023,"MELAA",0,0
"Rubella",2023,"MELAA",0,0
"Cysticercosis",2023,"MELAA",0,0
"Hydatid disease",2023,"MELAA",0,0
"Rheumatic fever",2023,"MELAA",0,0
"Pertussis",2023,"MELAA",2,2.7
"Toxic shellfish poisoning",2023,"MELAA",0,0
"Diphtheria",2023,"MELAA",0,0
"Yersiniosis",2023,"MELAA",28,37.4
"Q fever",2023,"MELAA",0,0
"Meningococcal disease",2023,"MELAA",2,2.7
"Malaria",2023,"MELAA",5,6.7
"Invasive pneumococcal disease",2023,"MELAA",9,12
"Shigellosis",2023,"MELAA",7,9.3
"Mpox",2023,"MELAA",0,0
"Typhoid fever",2023,"MELAA",2,2.7
"Legionellosis",2023,"MELAA",1,1.3
"Paratyphoid fever",2023,"MELAA",0,0
"Measles",2023,"MELAA",0,0
"Brucellosis",2023,"MELAA",0,0
"Listeriosis",2023,"MELAA",1,1.3
"Poliomyelitis",2023,"MELAA",0,0
"Hepatitis C",2023,"MELAA",1,1.3
"Giardiasis",2023,"MELAA",17,22.7
"Trichinosis",2023,"MELAA",0,0
"Acute gastroenteritis",2023,"MELAA",8,10.7
"Campylobacteriosis",2023,"MELAA",83,110.7
"Salmonellosis",2023,"MELAA",9,12
"Haemophilus influenzae type b",2023,"MELAA",0,0
"Leptospirosis",2023,"MELAA",1,1.3
"Cryptosporidiosis",2023,"MELAA",13,17.3
"Tetanus",2023,"MELAA",0,0
"Hepatitis A",2023,"MELAA",4,5.3
"Hepatitis B",2023,"MELAA",0,0
"Rabies and other lyssaviruses",2023,"MELAA",0,0
"Arboviral diseases",2023,"MELAA",6,8
"Taeniasis",2023,"MELAA",0,0
"Cholera",2023,"MELAA",1,1.3
"Hepatitis NOS",2023,"MELAA",0,0
"Pertussis",2023,"European or Others",47,1.5
"Rickettsial disease",2023,"European or Others",1,0
"Leprosy",2023,"European or Others",0,0
"Invasive pneumococcal disease",2023,"European or Others",362,11.5
"Mumps",2023,"European or Others",7,0.2
"Rubella",2023,"European or Others",0,0
"Rheumatic fever",2023,"European or Others",4,0.1
"Diphtheria",2023,"European or Others",2,0.1
"VTEC/STEC infection",2023,"European or Others",768,24.3
"Q fever",2023,"European or Others",0,0
"Hydatid disease",2023,"European or Others",1,0
"Yersiniosis",2023,"European or Others",822,26.1
"Meningococcal disease",2023,"European or Others",25,0.8
"Leptospirosis",2023,"European or Others",126,4
"Measles",2023,"European or Others",4,0.1
"Cysticercosis",2023,"European or Others",0,0
"Malaria",2023,"European or Others",16,0.5
"Tuberculosis disease",2023,"European or Others",13,0.4
"Poliomyelitis",2023,"European or Others",0,0
"Shigellosis",2023,"European or Others",59,1.9
"Listeriosis",2023,"European or Others",20,0.6
"Trichinosis",2023,"European or Others",0,0
"Typhoid fever",2023,"European or Others",1,0
"Salmonellosis",2023,"European or Others",534,16.9
"Meningoencephalitis - primary amoebic",2023,"European or Others",0,0
"Legionellosis",2023,"European or Others",181,5.7
"Brucellosis",2023,"European or Others",0,0
"Toxic shellfish poisoning",2023,"European or Others",0,0
"Hepatitis A",2023,"European or Others",8,0.3
"Giardiasis",2023,"European or Others",618,19.6
"Cryptosporidiosis",2023,"European or Others",605,19.2
"Tetanus",2023,"European or Others",1,0
"Paratyphoid fever",2023,"European or Others",2,0.1
"Hepatitis NOS",2023,"European or Others",4,0.1
"Hepatitis B",2023,"European or Others",8,0.3
"Mpox",2023,"European or Others",5,0.2
"Arboviral diseases",2023,"European or Others",32,1
"Taeniasis",2023,"European or Others",0,0
"Haemophilus influenzae type b",2023,"European or Others",0,0
"Acute gastroenteritis",2023,"European or Others",313,9.9
"Cholera",2023,"European or Others",0,0
"Campylobacteriosis",2023,"European or Others",4331,137.3
"Hepatitis C",2023,"European or Others",19,0.6
"Rabies and other lyssaviruses",2023,"European or Others",0,0
"Legionellosis",2024,"Māori",24,2.7
"Pertussis",2024,"Māori",479,54.8
"Mumps",2024,"Māori",0,0
"Hydatid disease",2024,"Māori",0,0
"Tuberculosis disease",2024,"Māori",13,1.5
"Rubella",2024,"Māori",0,0
"Rheumatic fever",2024,"Māori",75,8.6
"Malaria",2024,"Māori",0,0
"Hepatitis NOS",2024,"Māori",0,0
"Poliomyelitis",2024,"Māori",0,0
"Diphtheria",2024,"Māori",0,0
"Measles",2024,"Māori",0,0
"Cysticercosis",2024,"Māori",0,0
"Meningococcal disease",2024,"Māori",17,1.9
"Leptospirosis",2024,"Māori",11,1.3
"Meningoencephalitis - primary amoebic",2024,"Māori",0,0
"Hepatitis B",2024,"Māori",1,0.1
"Leprosy",2024,"Māori",0,0
"Toxic shellfish poisoning",2024,"Māori",0,0
"Typhoid fever",2024,"Māori",0,0
"Hepatitis A",2024,"Māori",13,1.5
"Cryptosporidiosis",2024,"Māori",199,22.8
"Shigellosis",2024,"Māori",14,1.6
"Rickettsial disease",2024,"Māori",0,0
"Paratyphoid fever",2024,"Māori",0,0
"Listeriosis",2024,"Māori",9,1
"Yersiniosis",2024,"Māori",124,14.2
"Taeniasis",2024,"Māori",0,0
"Giardiasis",2024,"Māori",99,11.3
"VTEC/STEC infection",2024,"Māori",144,16.5
"Acute gastroenteritis",2024,"Māori",60,6.9
"Tetanus",2024,"Māori",0,0
"Salmonellosis",2024,"Māori",129,14.7
"Cholera",2024,"Māori",0,0
"Q fever",2024,"Māori",1,0.1
"Brucellosis",2024,"Māori",0,0
"Rabies and other lyssaviruses",2024,"Māori",0,0
"Haemophilus influenzae type b",2024,"Māori",0,0
"Hepatitis C",2024,"Māori",6,0.7
"Campylobacteriosis",2024,"Māori",594,67.9
"Invasive pneumococcal disease",2024,"Māori",191,21.8
"Arboviral diseases",2024,"Māori",7,0.8
"Trichinosis",2024,"Māori",0,0
"Mpox",2024,"Māori",3,0.3
"Rubella",2024,"Pacific",0,0
"Rheumatic fever",2024,"Pacific",123,34.5
"Diphtheria",2024,"Pacific",1,0.3
"Hydatid disease",2024,"Pacific",0,0
"Tuberculosis disease",2024,"Pacific",42,11.8
"Leprosy",2024,"Pacific",2,0.6
"Giardiasis",2024,"Pacific",13,3.6
"Meningococcal disease",2024,"Pacific",5,1.4
"Legionellosis",2024,"Pacific",7,2
"Invasive pneumococcal disease",2024,"Pacific",128,35.9
"Pertussis",2024,"Pacific",120,33.7
"Rickettsial disease",2024,"Pacific",0,0
"Listeriosis",2024,"Pacific",4,1.1
"Acute gastroenteritis",2024,"Pacific",19,5.3
"Shigellosis",2024,"Pacific",29,8.1
"Haemophilus influenzae type b",2024,"Pacific",1,0.3
"Malaria",2024,"Pacific",10,2.8
"Leptospirosis",2024,"Pacific",4,1.1
"Measles",2024,"Pacific",0,0
"Mumps",2024,"Pacific",0,0
"Typhoid fever",2024,"Pacific",8,2.2
"Meningoencephalitis - primary amoebic",2024,"Pacific",0,0
"VTEC/STEC infection",2024,"Pacific",27,7.6
"Q fever",2024,"Pacific",0,0
"Hepatitis NOS",2024,"Pacific",1,0.3
"Trichinosis",2024,"Pacific",0,0
"Campylobacteriosis",2024,"Pacific",186,52.2
"Hepatitis A",2024,"Pacific",3,0.8
"Salmonellosis",2024,"Pacific",64,18
"Cryptosporidiosis",2024,"Pacific",64,18
"Hepatitis B",2024,"Pacific",3,0.8
"Cysticercosis",2024,"Pacific",0,0
"Poliomyelitis",2024,"Pacific",0,0
"Brucellosis",2024,"Pacific",0,0
"Cholera",2024,"Pacific",0,0
"Toxic shellfish poisoning",2024,"Pacific",0,0
"Hepatitis C",2024,"Pacific",1,0.3
"Tetanus",2024,"Pacific",0,0
"Arboviral diseases",2024,"Pacific",5,1.4
"Yersiniosis",2024,"Pacific",37,10.4
"Paratyphoid fever",2024,"Pacific",0,0
"Mpox",2024,"Pacific",1,0.3
"Taeniasis",2024,"Pacific",0,0
"Rabies and other lyssaviruses",2024,"Pacific",0,0
"Meningococcal disease",2024,"Asian",2,0.2
"Rheumatic fever",2024,"Asian",3,0.4
"Measles",2024,"Asian",0,0
"Malaria",2024,"Asian",11,1.4
"Mumps",2024,"Asian",13,1.6
"Rubella",2024,"Asian",0,0
"Invasive pneumococcal disease",2024,"Asian",41,5.1
"Pertussis",2024,"Asian",59,7.3
"Rickettsial disease",2024,"Asian",1,0.1
"Legionellosis",2024,"Asian",16,2
"Hepatitis C",2024,"Asian",1,0.1
"Shigellosis",2024,"Asian",30,3.7
"Giardiasis",2024,"Asian",115,14.3
"Diphtheria",2024,"Asian",0,0
"Listeriosis",2024,"Asian",6,0.7
"Salmonellosis",2024,"Asian",110,13.6
"Cysticercosis",2024,"Asian",0,0
"VTEC/STEC infection",2024,"Asian",66,8.2
"Tuberculosis disease",2024,"Asian",270,33.5
"Poliomyelitis",2024,"Asian",0,0
"Q fever",2024,"Asian",0,0
"Leprosy",2024,"Asian",1,0.1
"Arboviral diseases",2024,"Asian",29,3.6
"Tetanus",2024,"Asian",0,0
"Hepatitis A",2024,"Asian",36,4.5
"Haemophilus influenzae type b",2024,"Asian",0,0
"Leptospirosis",2024,"Asian",2,0.2
"Typhoid fever",2024,"Asian",55,6.8
"Paratyphoid fever",2024,"Asian",13,1.6
"Yersiniosis",2024,"Asian",259,32.1
"Hydatid disease",2024,"Asian",1,0.1
"Brucellosis",2024,"Asian",0,0
"Toxic shellfish poisoning",2024,"Asian",0,0
"Meningoencephalitis - primary amoebic",2024,"Asian",0,0
"Trichinosis",2024,"Asian",0,0
"Cryptosporidiosis",2024,"Asian",77,9.5
"Taeniasis",2024,"Asian",1,0.1
"Hepatitis NOS",2024,"Asian",3,0.4
"Acute gastroenteritis",2024,"Asian",55,6.8
"Hepatitis B",2024,"Asian",3,0.4
"Mpox",2024,"Asian",3,0.4
"Rabies and other lyssaviruses",2024,"Asian",0,0
"Campylobacteriosis",2024,"Asian",585,72.5
"Cholera",2024,"Asian",1,0.1
"Legionellosis",2024,"MELAA",0,0
"Malaria",2024,"MELAA",4,5.2
"Meningococcal disease",2024,"MELAA",0,0
"Rubella",2024,"MELAA",0,0
"Hydatid disease",2024,"MELAA",1,1.3
"Pertussis",2024,"MELAA",27,35
"Poliomyelitis",2024,"MELAA",0,0
"Diphtheria",2024,"MELAA",0,0
"Giardiasis",2024,"MELAA",27,35
"Hepatitis NOS",2024,"MELAA",0,0
"Typhoid fever",2024,"MELAA",0,0
"Paratyphoid fever",2024,"MELAA",0,0
"Leptospirosis",2024,"MELAA",1,1.3
"Cysticercosis",2024,"MELAA",0,0
"Leprosy",2024,"MELAA",0,0
"Rickettsial disease",2024,"MELAA",0,0
"Meningoencephalitis - primary amoebic",2024,"MELAA",0,0
"VTEC/STEC infection",2024,"MELAA",19,24.7
"Brucellosis",2024,"MELAA",1,1.3
"Taeniasis",2024,"MELAA",0,0
"Hepatitis B",2024,"MELAA",0,0
"Cholera",2024,"MELAA",0,0
"Cryptosporidiosis",2024,"MELAA",17,22.1
"Shigellosis",2024,"MELAA",11,14.3
"Haemophilus influenzae type b",2024,"MELAA",0,0
"Salmonellosis",2024,"MELAA",10,13
"Listeriosis",2024,"MELAA",0,0
"Measles",2024,"MELAA",0,0
"Rheumatic fever",2024,"MELAA",3,3.9
"Tetanus",2024,"MELAA",0,0
"Q fever",2024,"MELAA",0,0
"Mpox",2024,"MELAA",2,2.6
"Rabies and other lyssaviruses",2024,"MELAA",0,0
"Mumps",2024,"MELAA",2,2.6
"Campylobacteriosis",2024,"MELAA",84,109
"Acute gastroenteritis",2024,"MELAA",6,7.8
"Hepatitis A",2024,"MELAA",6,7.8
"Hepatitis C",2024,"MELAA",1,1.3
"Arboviral diseases",2024,"MELAA",8,10.4
"Tuberculosis disease",2024,"MELAA",16,20.8
"Yersiniosis",2024,"MELAA",22,28.6
"Toxic shellfish poisoning",2024,"MELAA",0,0
"Trichinosis",2024,"MELAA",0,0
"Invasive pneumococcal disease",2024,"MELAA",6,7.8
"Giardiasis",2024,"European or Others",589,18.3
"Rheumatic fever",2024,"European or Others",4,0.1
"Pertussis",2024,"European or Others",1052,32.6
"Meningococcal disease",2024,"European or Others",19,0.6
"Trichinosis",2024,"European or Others",0,0
"Legionellosis",2024,"European or Others",136,4.2
"Hepatitis A",2024,"European or Others",9,0.3
"Cholera",2024,"European or Others",0,0
"Malaria",2024,"European or Others",4,0.1
"Invasive pneumococcal disease",2024,"European or Others",350,10.9
"Salmonellosis",2024,"European or Others",525,16.3
"Mumps",2024,"European or Others",4,0.1
"Cysticercosis",2024,"European or Others",0,0
"Typhoid fever",2024,"European or Others",0,0
"VTEC/STEC infection",2024,"European or Others",849,26.3
"Poliomyelitis",2024,"European or Others",0,0
"Taeniasis",2024,"European or Others",1,0
"Hepatitis B",2024,"European or Others",4,0.1
"Arboviral diseases",2024,"European or Others",88,2.7
"Hepatitis NOS",2024,"European or Others",1,0
"Haemophilus influenzae type b",2024,"European or Others",0,0
"Cryptosporidiosis",2024,"European or Others",871,27
"Shigellosis",2024,"European or Others",71,2.2
"Paratyphoid fever",2024,"European or Others",1,0
"Rubella",2024,"European or Others",0,0
"Diphtheria",2024,"European or Others",1,0
"Leprosy",2024,"European or Others",0,0
"Toxic shellfish poisoning",2024,"European or Others",1,0
"Meningoencephalitis - primary amoebic",2024,"European or Others",0,0
"Q fever",2024,"European or Others",1,0
"Tetanus",2024,"European or Others",2,0.1
"Brucellosis",2024,"European or Others",0,0
"Hepatitis C",2024,"European or Others",11,0.3
"Campylobacteriosis",2024,"European or Others",4092,127
"Acute gastroenteritis",2024,"European or Others",293,9.1
"Leptospirosis",2024,"European or Others",83,2.6
"Listeriosis",2024,"European or Others",17,0.5
"Measles",2024,"European or Others",1,0
"Yersiniosis",2024,"European or Others",694,21.5
"Hydatid disease",2024,"European or Others",0,0
"Tuberculosis disease",2024,"European or Others",20,0.6
"Rickettsial disease",2024,"European or Others",1,0
"Rabies and other lyssaviruses",2024,"European or Others",0,0
"Mpox",2024,"European or Others",14,0.4
