"Disease","Report Year","Age Group (year)","Case Count","Case rate per 100,000"
"Acute gastroenteritis",2018,"0–4",27,8.9
"Diphtheria",2018,"0–4",0,0
"Cholera",2018,"0–4",0,0
"Tuberculosis disease",2018,"0–4",1,0.3
"Trichinosis",2018,"0–4",0,0
"Toxic shellfish poisoning",2018,"0–4",0,0
"Arboviral diseases",2018,"0–4",2,0.7
"Hydatid disease",2018,"0–4",0,0
"Listeriosis",2018,"0–4",0,0
"Invasive pneumococcal disease",2018,"0–4",46,15.1
"Malaria",2018,"0–4",1,0.3
"Rickettsial disease",2018,"0–4",0,0
"Cysticercosis",2018,"0–4",0,0
"Paratyphoid fever",2018,"0–4",1,0.3
"Hepatitis C",2018,"0–4",0,0
"Hepatitis B",2018,"0–4",1,0.3
"Rheumatic fever",2018,"0–4",2,0.7
"Cryptosporidiosis",2018,"0–4",422,138.3
"Hepatitis NOS",2018,"0–4",0,0
"Haemophilus influenzae type b",2018,"0–4",1,0.3
"Leprosy",2018,"0–4",0,0
"Campylobacteriosis",2018,"0–4",884,289.8
"Measles",2018,"0–4",6,2
"Mpox",2018,"0–4",0,0
"Shigellosis",2018,"0–4",24,7.9
"Meningoencephalitis - primary amoebic",2018,"0–4",0,0
"Mumps",2018,"0–4",47,15.4
"Typhoid fever",2018,"0–4",3,1
"Meningococcal disease",2018,"0–4",32,10.5
"Giardiasis",2018,"0–4",281,92.1
"Brucellosis",2018,"0–4",0,0
"Salmonellosis",2018,"0–4",187,61.3
"Yersiniosis",2018,"0–4",277,90.8
"Typhoid fever",2018,"45–49",1,0.3
"Cysticercosis",2018,"45–49",1,0.3
"Meningococcal disease",2018,"45–49",4,1.2
"Toxic shellfish poisoning",2018,"45–49",0,0
"Diphtheria",2018,"45–49",0,0
"Pertussis",2018,"45–49",182,54.6
"Cholera",2018,"45–49",1,0.3
"Giardiasis",2018,"45–49",82,24.6
"Measles",2018,"45–49",2,0.6
"Paratyphoid fever",2018,"45–49",3,0.9
"Malaria",2018,"45–49",3,0.9
"Mpox",2018,"45–49",0,0
"Listeriosis",2018,"45–49",1,0.3
"Mumps",2018,"45–49",16,4.8
"Salmonellosis",2018,"45–49",67,20.1
"Taeniasis",2018,"45–49",0,0
"Rickettsial disease",2018,"45–49",0,0
"Rubella",2018,"45–49",0,0
"Arboviral diseases",2018,"45–49",20,6
"Shigellosis",2018,"45–49",16,4.8
"VTEC/STEC infection",2018,"45–49",37,11.1
"Invasive pneumococcal disease",2018,"45–49",27,8.1
"Brucellosis",2018,"45–49",0,0
"Acute gastroenteritis",2018,"45–49",16,4.8
"Rabies and other lyssaviruses",2018,"45–49",0,0
"Campylobacteriosis",2018,"45–49",405,121.4
"Rheumatic fever",2018,"45–49",1,0.3
"Hepatitis A",2018,"45–49",2,0.6
"Legionellosis",2018,"45–49",16,4.8
"Poliomyelitis",2018,"45–49",0,0
"Trichinosis",2018,"45–49",0,0
"Tetanus",2018,"45–49",0,0
"Hepatitis NOS",2018,"45–49",1,0.3
"Meningoencephalitis - primary amoebic",2018,"45–49",0,0
"Yersiniosis",2018,"45–49",67,20.1
"Leptospirosis",2018,"45–49",8,2.4
"Hepatitis B",2018,"45–49",6,1.8
"Haemophilus influenzae type b",2018,"45–49",0,0
"Tuberculosis disease",2018,"45–49",15,4.5
"Hepatitis C",2018,"45–49",3,0.9
"Leprosy",2018,"45–49",0,0
"Hydatid disease",2018,"45–49",0,0
"Cryptosporidiosis",2018,"45–49",61,18.3
"Q fever",2018,"45–49",0,0
"Salmonellosis",2018,"50–54",63,19.7
"Brucellosis",2018,"50–54",0,0
"Arboviral diseases",2018,"50–54",26,8.1
"Measles",2018,"50–54",2,0.6
"Tuberculosis disease",2018,"50–54",20,6.2
"Hepatitis B",2018,"50–54",0,0
"Paratyphoid fever",2018,"50–54",0,0
"Diphtheria",2018,"50–54",0,0
"Giardiasis",2018,"50–54",98,30.6
"Haemophilus influenzae type b",2018,"50–54",0,0
"Hepatitis A",2018,"50–54",1,0.3
"Cholera",2018,"50–54",0,0
"Rickettsial disease",2018,"50–54",0,0
"Hydatid disease",2018,"50–54",0,0
"VTEC/STEC infection",2018,"50–54",38,11.9
"Malaria",2018,"50–54",3,0.9
"Meningococcal disease",2018,"50–54",4,1.2
"Meningoencephalitis - primary amoebic",2018,"50–54",0,0
"Yersiniosis",2018,"50–54",79,24.7
"Cryptosporidiosis",2018,"50–54",31,9.7
"Shigellosis",2018,"50–54",16,5
"Rabies and other lyssaviruses",2018,"50–54",0,0
"Mumps",2018,"50–54",15,4.7
"Rubella",2018,"50–54",0,0
"Cysticercosis",2018,"50–54",0,0
"Taeniasis",2018,"50–54",0,0
"Poliomyelitis",2018,"50–54",0,0
"Pertussis",2018,"50–54",131,40.9
"Typhoid fever",2018,"50–54",2,0.6
"Hepatitis NOS",2018,"50–54",0,0
"Q fever",2018,"50–54",0,0
"Campylobacteriosis",2018,"50–54",426,133.1
"Leptospirosis",2018,"50–54",6,1.9
"Rheumatic fever",2018,"50–54",0,0
"Acute gastroenteritis",2018,"50–54",20,6.2
"Mpox",2018,"50–54",0,0
"Trichinosis",2018,"50–54",0,0
"Legionellosis",2018,"50–54",14,4.4
"Toxic shellfish poisoning",2018,"50–54",0,0
"Invasive pneumococcal disease",2018,"50–54",33,10.3
"Tetanus",2018,"50–54",0,0
"Listeriosis",2018,"50–54",0,0
"Hepatitis C",2018,"50–54",1,0.3
"Leprosy",2018,"50–54",0,0
"Typhoid fever",2018,"55–59",1,0.3
"Hydatid disease",2018,"55–59",0,0
"Paratyphoid fever",2018,"55–59",1,0.3
"Shigellosis",2018,"55–59",13,4.1
"Mumps",2018,"55–59",8,2.5
"Measles",2018,"55–59",0,0
"Hepatitis A",2018,"55–59",1,0.3
"Rheumatic fever",2018,"55–59",0,0
"Rabies and other lyssaviruses",2018,"55–59",0,0
"Malaria",2018,"55–59",1,0.3
"Rubella",2018,"55–59",0,0
"Giardiasis",2018,"55–59",93,29.4
"Meningoencephalitis - primary amoebic",2018,"55–59",0,0
"Meningococcal disease",2018,"55–59",2,0.6
"Pertussis",2018,"55–59",142,44.9
"Hepatitis B",2018,"55–59",2,0.6
"Toxic shellfish poisoning",2018,"55–59",0,0
"Q fever",2018,"55–59",0,0
"Cysticercosis",2018,"55–59",0,0
"Campylobacteriosis",2018,"55–59",451,142.5
"Rickettsial disease",2018,"55–59",0,0
"Salmonellosis",2018,"55–59",84,26.5
"Mpox",2018,"55–59",0,0
"Taeniasis",2018,"55–59",0,0
"Legionellosis",2018,"55–59",23,7.3
"Diphtheria",2018,"55–59",0,0
"Hepatitis NOS",2018,"55–59",1,0.3
"Arboviral diseases",2018,"55–59",14,4.4
"Yersiniosis",2018,"55–59",68,21.5
"Poliomyelitis",2018,"55–59",0,0
"Brucellosis",2018,"55–59",0,0
"Listeriosis",2018,"55–59",2,0.6
"Acute gastroenteritis",2018,"55–59",9,2.8
"Leptospirosis",2018,"55–59",15,4.7
"Tuberculosis disease",2018,"55–59",10,3.2
"VTEC/STEC infection",2018,"55–59",50,15.8
"Trichinosis",2018,"55–59",0,0
"Tetanus",2018,"55–59",0,0
"Haemophilus influenzae type b",2018,"55–59",1,0.3
"Invasive pneumococcal disease",2018,"55–59",52,16.4
"Leprosy",2018,"55–59",0,0
"Hepatitis C",2018,"55–59",4,1.3
"Cholera",2018,"55–59",0,0
"Cryptosporidiosis",2018,"55–59",28,8.8
"Campylobacteriosis",2018,"60–64",443,163.5
"Legionellosis",2018,"60–64",19,7
"Taeniasis",2018,"60–64",0,0
"Paratyphoid fever",2018,"60–64",1,0.4
"Diphtheria",2018,"60–64",0,0
"Shigellosis",2018,"60–64",13,4.8
"Measles",2018,"60–64",0,0
"Rickettsial disease",2018,"60–64",0,0
"Meningococcal disease",2018,"60–64",6,2.2
"Q fever",2018,"60–64",0,0
"Rubella",2018,"60–64",0,0
"Salmonellosis",2018,"60–64",62,22.9
"Meningoencephalitis - primary amoebic",2018,"60–64",0,0
"VTEC/STEC infection",2018,"60–64",51,18.8
"Cysticercosis",2018,"60–64",0,0
"Leptospirosis",2018,"60–64",10,3.7
"Rabies and other lyssaviruses",2018,"60–64",0,0
"Malaria",2018,"60–64",0,0
"Hepatitis A",2018,"60–64",3,1.1
"Trichinosis",2018,"60–64",0,0
"Poliomyelitis",2018,"60–64",0,0
"Mpox",2018,"60–64",0,0
"Hepatitis NOS",2018,"60–64",0,0
"Pertussis",2018,"60–64",91,33.6
"Arboviral diseases",2018,"60–64",11,4.1
"Yersiniosis",2018,"60–64",55,20.3
"Hydatid disease",2018,"60–64",0,0
"Brucellosis",2018,"60–64",0,0
"Tetanus",2018,"60–64",0,0
"Mumps",2018,"60–64",4,1.5
"Invasive pneumococcal disease",2018,"60–64",47,17.3
"Rheumatic fever",2018,"60–64",0,0
"Typhoid fever",2018,"60–64",2,0.7
"Hepatitis B",2018,"60–64",0,0
"Toxic shellfish poisoning",2018,"60–64",0,0
"Cholera",2018,"60–64",0,0
"Leprosy",2018,"60–64",0,0
"Hepatitis C",2018,"60–64",2,0.7
"Acute gastroenteritis",2018,"60–64",15,5.5
"Listeriosis",2018,"60–64",1,0.4
"Cryptosporidiosis",2018,"60–64",34,12.5
"Giardiasis",2018,"60–64",88,32.5
"Tuberculosis disease",2018,"60–64",15,5.5
"Haemophilus influenzae type b",2018,"60–64",0,0
"Legionellosis",2018,"65–69",25,10.6
"Taeniasis",2018,"65–69",0,0
"Hepatitis C",2018,"65–69",1,0.4
"Meningoencephalitis - primary amoebic",2018,"65–69",0,0
"Trichinosis",2018,"65–69",0,0
"Rubella",2018,"65–69",0,0
"Giardiasis",2018,"65–69",56,23.8
"Rickettsial disease",2018,"65–69",1,0.4
"Measles",2018,"65–69",0,0
"Pertussis",2018,"65–69",73,31.1
"Brucellosis",2018,"65–69",1,0.4
"Poliomyelitis",2018,"65–69",0,0
"Mumps",2018,"65–69",1,0.4
"VTEC/STEC infection",2018,"65–69",59,25.1
"Tuberculosis disease",2018,"65–69",26,11.1
"Diphtheria",2018,"65–69",0,0
"Hepatitis A",2018,"65–69",0,0
"Campylobacteriosis",2018,"65–69",356,151.5
"Mpox",2018,"65–69",0,0
"Meningococcal disease",2018,"65–69",3,1.3
"Leptospirosis",2018,"65–69",8,3.4
"Toxic shellfish poisoning",2018,"65–69",0,0
"Cholera",2018,"65–69",0,0
"Yersiniosis",2018,"65–69",51,21.7
"Q fever",2018,"65–69",0,0
"Cysticercosis",2018,"65–69",0,0
"Listeriosis",2018,"65–69",4,1.7
"Haemophilus influenzae type b",2018,"65–69",0,0
"Malaria",2018,"65–69",1,0.4
"Rabies and other lyssaviruses",2018,"65–69",0,0
"Hepatitis NOS",2018,"65–69",1,0.4
"Rheumatic fever",2018,"65–69",0,0
"Typhoid fever",2018,"65–69",1,0.4
"Leprosy",2018,"65–69",0,0
"Cryptosporidiosis",2018,"65–69",26,11.1
"Tetanus",2018,"65–69",0,0
"Hydatid disease",2018,"65–69",0,0
"Hepatitis B",2018,"65–69",2,0.9
"Acute gastroenteritis",2018,"65–69",9,3.8
"Arboviral diseases",2018,"65–69",17,7.2
"Invasive pneumococcal disease",2018,"65–69",56,23.8
"Paratyphoid fever",2018,"65–69",0,0
"Salmonellosis",2018,"65–69",47,20
"Shigellosis",2018,"65–69",13,5.5
"Measles",2018,"70–74",0,0
"Rubella",2018,"70–74",0,0
"Poliomyelitis",2018,"70–74",0,0
"Hepatitis A",2018,"70–74",0,0
"Toxic shellfish poisoning",2018,"70–74",0,0
"Legionellosis",2018,"70–74",18,9.4
"Giardiasis",2018,"70–74",35,18.3
"Yersiniosis",2018,"70–74",40,20.9
"Mumps",2018,"70–74",1,0.5
"VTEC/STEC infection",2018,"70–74",62,32.4
"Tetanus",2018,"70–74",0,0
"Paratyphoid fever",2018,"70–74",0,0
"Rabies and other lyssaviruses",2018,"70–74",0,0
"Diphtheria",2018,"70–74",0,0
"Mpox",2018,"70–74",0,0
"Hepatitis C",2018,"70–74",1,0.5
"Pertussis",2018,"70–74",57,29.7
"Arboviral diseases",2018,"70–74",9,4.7
"Cholera",2018,"70–74",0,0
"Hydatid disease",2018,"70–74",0,0
"Leprosy",2018,"70–74",0,0
"Brucellosis",2018,"70–74",0,0
"Cysticercosis",2018,"70–74",0,0
"Listeriosis",2018,"70–74",3,1.6
"Invasive pneumococcal disease",2018,"70–74",45,23.5
"Malaria",2018,"70–74",0,0
"Rickettsial disease",2018,"70–74",0,0
"Haemophilus influenzae type b",2018,"70–74",0,0
"Taeniasis",2018,"70–74",0,0
"Salmonellosis",2018,"70–74",31,16.2
"Meningococcal disease",2018,"70–74",2,1
"Leptospirosis",2018,"70–74",3,1.6
"Meningoencephalitis - primary amoebic",2018,"70–74",0,0
"Trichinosis",2018,"70–74",0,0
"Q fever",2018,"70–74",0,0
"Campylobacteriosis",2018,"70–74",345,180
"Rheumatic fever",2018,"70–74",0,0
"Shigellosis",2018,"70–74",12,6.3
"Typhoid fever",2018,"70–74",1,0.5
"Cryptosporidiosis",2018,"70–74",17,8.9
"Hepatitis NOS",2018,"70–74",0,0
"Hepatitis B",2018,"70–74",1,0.5
"Acute gastroenteritis",2018,"70–74",8,4.2
"Tuberculosis disease",2018,"70–74",7,3.7
"Pertussis",2018,"75–79",47,34.6
"Hepatitis A",2018,"75–79",1,0.7
"Brucellosis",2018,"75–79",0,0
"Meningococcal disease",2018,"75–79",6,4.4
"Rubella",2018,"75–79",0,0
"Diphtheria",2018,"75–79",0,0
"Toxic shellfish poisoning",2018,"75–79",0,0
"Tetanus",2018,"75–79",0,0
"Arboviral diseases",2018,"75–79",1,0.7
"Measles",2018,"75–79",0,0
"Rickettsial disease",2018,"75–79",0,0
"Malaria",2018,"75–79",0,0
"Mpox",2018,"75–79",0,0
"Poliomyelitis",2018,"75–79",0,0
"VTEC/STEC infection",2018,"75–79",41,30.2
"Hydatid disease",2018,"75–79",0,0
"Trichinosis",2018,"75–79",0,0
"Q fever",2018,"75–79",0,0
"Mumps",2018,"75–79",0,0
"Cysticercosis",2018,"75–79",0,0
"Shigellosis",2018,"75–79",6,4.4
"Paratyphoid fever",2018,"75–79",0,0
"Rabies and other lyssaviruses",2018,"75–79",0,0
"Campylobacteriosis",2018,"75–79",260,191.3
"Rheumatic fever",2018,"75–79",0,0
"Haemophilus influenzae type b",2018,"75–79",0,0
"Salmonellosis",2018,"75–79",31,22.8
"Legionellosis",2018,"75–79",21,15.5
"Taeniasis",2018,"75–79",0,0
"Cryptosporidiosis",2018,"75–79",12,8.8
"Giardiasis",2018,"75–79",12,8.8
"Leptospirosis",2018,"75–79",0,0
"Listeriosis",2018,"75–79",7,5.2
"Tuberculosis disease",2018,"75–79",16,11.8
"Invasive pneumococcal disease",2018,"75–79",49,36.1
"Typhoid fever",2018,"75–79",1,0.7
"Acute gastroenteritis",2018,"75–79",3,2.2
"Leprosy",2018,"75–79",0,0
"Meningoencephalitis - primary amoebic",2018,"75–79",0,0
"Hepatitis C",2018,"75–79",0,0
"Cholera",2018,"75–79",0,0
"Hepatitis B",2018,"75–79",0,0
"Yersiniosis",2018,"75–79",25,18.4
"Hepatitis NOS",2018,"75–79",0,0
"Measles",2018,"80–84",0,0
"Rheumatic fever",2018,"80–84",0,0
"Diphtheria",2018,"80–84",0,0
"Pertussis",2018,"80–84",15,17.2
"Q fever",2018,"80–84",0,0
"Legionellosis",2018,"80–84",11,12.6
"Rabies and other lyssaviruses",2018,"80–84",0,0
"Paratyphoid fever",2018,"80–84",0,0
"Shigellosis",2018,"80–84",2,2.3
"Leptospirosis",2018,"80–84",0,0
"Cholera",2018,"80–84",0,0
"Rickettsial disease",2018,"80–84",0,0
"Malaria",2018,"80–84",0,0
"Typhoid fever",2018,"80–84",0,0
"Giardiasis",2018,"80–84",11,12.6
"Hydatid disease",2018,"80–84",0,0
"Arboviral diseases",2018,"80–84",0,0
"Toxic shellfish poisoning",2018,"80–84",0,0
"Cryptosporidiosis",2018,"80–84",12,13.7
"Mumps",2018,"80–84",0,0
"Campylobacteriosis",2018,"80–84",143,163.8
"Hepatitis B",2018,"80–84",0,0
"Acute gastroenteritis",2018,"80–84",1,1.1
"Rubella",2018,"80–84",0,0
"Poliomyelitis",2018,"80–84",0,0
"Tuberculosis disease",2018,"80–84",9,10.3
"Meningococcal disease",2018,"80–84",1,1.1
"Leprosy",2018,"80–84",0,0
"Cysticercosis",2018,"80–84",0,0
"VTEC/STEC infection",2018,"80–84",28,32.1
"Yersiniosis",2018,"80–84",24,27.5
"Hepatitis C",2018,"80–84",0,0
"Listeriosis",2018,"80–84",5,5.7
"Tetanus",2018,"80–84",0,0
"Invasive pneumococcal disease",2018,"80–84",38,43.5
"Hepatitis NOS",2018,"80–84",0,0
"Hepatitis A",2018,"80–84",2,2.3
"Taeniasis",2018,"80–84",0,0
"Salmonellosis",2018,"80–84",15,17.2
"Trichinosis",2018,"80–84",0,0
"Mpox",2018,"80–84",0,0
"Brucellosis",2018,"80–84",0,0
"Meningoencephalitis - primary amoebic",2018,"80–84",0,0
"Haemophilus influenzae type b",2018,"80–84",0,0
"Pertussis",2018,"85+",15,17.7
"Arboviral diseases",2018,"85+",2,2.4
"Paratyphoid fever",2018,"85+",0,0
"Toxic shellfish poisoning",2018,"85+",0,0
"Shigellosis",2018,"85+",1,1.2
"Rickettsial disease",2018,"85+",0,0
"Diphtheria",2018,"85+",0,0
"Mumps",2018,"85+",1,1.2
"Campylobacteriosis",2018,"85+",132,155.4
"VTEC/STEC infection",2018,"85+",22,25.9
"Meningococcal disease",2018,"85+",2,2.4
"Rheumatic fever",2018,"85+",0,0
"Brucellosis",2018,"85+",0,0
"Measles",2018,"85+",0,0
"Meningoencephalitis - primary amoebic",2018,"85+",0,0
"Cysticercosis",2018,"85+",0,0
"Rabies and other lyssaviruses",2018,"85+",0,0
"Listeriosis",2018,"85+",2,2.4
"Tuberculosis disease",2018,"85+",9,10.6
"Rubella",2018,"85+",0,0
"Poliomyelitis",2018,"85+",0,0
"Legionellosis",2018,"85+",9,10.6
"Salmonellosis",2018,"85+",9,10.6
"Yersiniosis",2018,"85+",24,28.2
"Q fever",2018,"85+",0,0
"Leptospirosis",2018,"85+",0,0
"Hepatitis NOS",2018,"85+",0,0
"Hepatitis C",2018,"85+",0,0
"Cryptosporidiosis",2018,"85+",1,1.2
"Tetanus",2018,"85+",0,0
"Invasive pneumococcal disease",2018,"85+",46,54.1
"Hepatitis B",2018,"85+",1,1.2
"Typhoid fever",2018,"85+",0,0
"Taeniasis",2018,"85+",0,0
"Hydatid disease",2018,"85+",0,0
"Trichinosis",2018,"85+",0,0
"Leprosy",2018,"85+",0,0
"Cholera",2018,"85+",0,0
"Giardiasis",2018,"85+",7,8.2
"Mpox",2018,"85+",0,0
"Haemophilus influenzae type b",2018,"85+",1,1.2
"Malaria",2018,"85+",0,0
"Hepatitis A",2018,"85+",0,0
"Acute gastroenteritis",2018,"85+",5,5.9
"Legionellosis",2018,"5–9",1,0.3
"Hydatid disease",2018,"5–9",0,0
"Cysticercosis",2018,"5–9",0,0
"Poliomyelitis",2018,"5–9",0,0
"Rubella",2018,"5–9",0,0
"Arboviral diseases",2018,"5–9",5,1.5
"Pertussis",2018,"5–9",408,124.4
"VTEC/STEC infection",2018,"5–9",49,14.9
"Diphtheria",2018,"5–9",0,0
"Hepatitis A",2018,"5–9",13,4
"Campylobacteriosis",2018,"5–9",300,91.5
"Cholera",2018,"5–9",0,0
"Hepatitis C",2018,"5–9",0,0
"Invasive pneumococcal disease",2018,"5–9",20,6.1
"Taeniasis",2018,"5–9",0,0
"Brucellosis",2018,"5–9",0,0
"Rabies and other lyssaviruses",2018,"5–9",0,0
"Tuberculosis disease",2018,"5–9",1,0.3
"Rheumatic fever",2018,"5–9",53,16.2
"Mumps",2018,"5–9",44,13.4
"Trichinosis",2018,"5–9",0,0
"Mpox",2018,"5–9",0,0
"Haemophilus influenzae type b",2018,"5–9",0,0
"Rickettsial disease",2018,"5–9",0,0
"Cryptosporidiosis",2018,"5–9",195,59.5
"Q fever",2018,"5–9",0,0
"Listeriosis",2018,"5–9",0,0
"Meningoencephalitis - primary amoebic",2018,"5–9",0,0
"Tetanus",2018,"5–9",0,0
"Hepatitis B",2018,"5–9",0,0
"Paratyphoid fever",2018,"5–9",0,0
"Leprosy",2018,"5–9",0,0
"Malaria",2018,"5–9",1,0.3
"Toxic shellfish poisoning",2018,"5–9",0,0
"Acute gastroenteritis",2018,"5–9",6,1.8
"Shigellosis",2018,"5–9",12,3.7
"Leptospirosis",2018,"5–9",0,0
"Yersiniosis",2018,"5–9",48,14.6
"Hepatitis NOS",2018,"5–9",0,0
"Typhoid fever",2018,"5–9",2,0.6
"Giardiasis",2018,"5–9",98,29.9
"Salmonellosis",2018,"5–9",71,21.7
"Measles",2018,"5–9",0,0
"Meningococcal disease",2018,"5–9",9,2.7
"Listeriosis",2018,"10–14",0,0
"Rubella",2018,"10–14",0,0
"Mumps",2018,"10–14",35,11.2
"Rabies and other lyssaviruses",2018,"10–14",0,0
"Brucellosis",2018,"10–14",0,0
"Diphtheria",2018,"10–14",0,0
"Rickettsial disease",2018,"10–14",0,0
"VTEC/STEC infection",2018,"10–14",42,13.4
"Taeniasis",2018,"10–14",0,0
"Hydatid disease",2018,"10–14",0,0
"Q fever",2018,"10–14",0,0
"Legionellosis",2018,"10–14",0,0
"Tetanus",2018,"10–14",0,0
"Hepatitis NOS",2018,"10–14",0,0
"Rheumatic fever",2018,"10–14",50,16
"Cryptosporidiosis",2018,"10–14",91,29
"Trichinosis",2018,"10–14",0,0
"Shigellosis",2018,"10–14",7,2.2
"Acute gastroenteritis",2018,"10–14",4,1.3
"Cysticercosis",2018,"10–14",0,0
"Pertussis",2018,"10–14",307,97.9
"Hepatitis C",2018,"10–14",0,0
"Toxic shellfish poisoning",2018,"10–14",0,0
"Leprosy",2018,"10–14",0,0
"Leptospirosis",2018,"10–14",0,0
"Invasive pneumococcal disease",2018,"10–14",9,2.9
"Hepatitis B",2018,"10–14",0,0
"Tuberculosis disease",2018,"10–14",7,2.2
"Poliomyelitis",2018,"10–14",0,0
"Campylobacteriosis",2018,"10–14",232,74
"Mpox",2018,"10–14",0,0
"Haemophilus influenzae type b",2018,"10–14",0,0
"Measles",2018,"10–14",1,0.3
"Arboviral diseases",2018,"10–14",16,5.1
"Cholera",2018,"10–14",0,0
"Giardiasis",2018,"10–14",46,14.7
"Paratyphoid fever",2018,"10–14",0,0
"Meningococcal disease",2018,"10–14",5,1.6
"Yersiniosis",2018,"10–14",53,16.9
"Meningoencephalitis - primary amoebic",2018,"10–14",0,0
"Salmonellosis",2018,"10–14",29,9.3
"Typhoid fever",2018,"10–14",6,1.9
"Malaria",2018,"10–14",1,0.3
"Hepatitis A",2018,"10–14",3,1
"VTEC/STEC infection",2018,"15–19",47,14.8
"Rabies and other lyssaviruses",2018,"15–19",0,0
"Tuberculosis disease",2018,"15–19",13,4.1
"Rheumatic fever",2018,"15–19",34,10.7
"Invasive pneumococcal disease",2018,"15–19",14,4.4
"Hydatid disease",2018,"15–19",0,0
"Poliomyelitis",2018,"15–19",0,0
"Leptospirosis",2018,"15–19",3,0.9
"Tetanus",2018,"15–19",0,0
"Meningoencephalitis - primary amoebic",2018,"15–19",0,0
"Q fever",2018,"15–19",0,0
"Cysticercosis",2018,"15–19",0,0
"Campylobacteriosis",2018,"15–19",391,123.2
"Taeniasis",2018,"15–19",0,0
"Cryptosporidiosis",2018,"15–19",92,29
"Trichinosis",2018,"15–19",0,0
"Pertussis",2018,"15–19",192,60.5
"Cholera",2018,"15–19",0,0
"Hepatitis C",2018,"15–19",1,0.3
"Leprosy",2018,"15–19",0,0
"Measles",2018,"15–19",2,0.6
"Arboviral diseases",2018,"15–19",28,8.8
"Diphtheria",2018,"15–19",0,0
"Hepatitis B",2018,"15–19",2,0.6
"Listeriosis",2018,"15–19",0,0
"Mumps",2018,"15–19",51,16.1
"Legionellosis",2018,"15–19",2,0.6
"Acute gastroenteritis",2018,"15–19",14,4.4
"Haemophilus influenzae type b",2018,"15–19",0,0
"Meningococcal disease",2018,"15–19",19,6
"Typhoid fever",2018,"15–19",1,0.3
"Hepatitis NOS",2018,"15–19",0,0
"Giardiasis",2018,"15–19",32,10.1
"Brucellosis",2018,"15–19",0,0
"Shigellosis",2018,"15–19",8,2.5
"Mpox",2018,"15–19",0,0
"Yersiniosis",2018,"15–19",54,17
"Rickettsial disease",2018,"15–19",1,0.3
"Salmonellosis",2018,"15–19",65,20.5
"Hepatitis A",2018,"15–19",7,2.2
"Malaria",2018,"15–19",3,0.9
"Rubella",2018,"15–19",0,0
"Toxic shellfish poisoning",2018,"15–19",0,0
"Paratyphoid fever",2018,"15–19",1,0.3
"Leptospirosis",2018,"20–24",12,3.5
"Arboviral diseases",2018,"20–24",30,8.8
"Pertussis",2018,"20–24",123,36.2
"Cholera",2018,"20–24",0,0
"Leprosy",2018,"20–24",1,0.3
"Rabies and other lyssaviruses",2018,"20–24",0,0
"Listeriosis",2018,"20–24",1,0.3
"Brucellosis",2018,"20–24",0,0
"Invasive pneumococcal disease",2018,"20–24",5,1.5
"Meningoencephalitis - primary amoebic",2018,"20–24",0,0
"Taeniasis",2018,"20–24",1,0.3
"Rheumatic fever",2018,"20–24",19,5.6
"Mpox",2018,"20–24",0,0
"Trichinosis",2018,"20–24",0,0
"Hepatitis B",2018,"20–24",3,0.9
"Q fever",2018,"20–24",0,0
"Hepatitis NOS",2018,"20–24",0,0
"Salmonellosis",2018,"20–24",83,24.4
"Toxic shellfish poisoning",2018,"20–24",0,0
"Yersiniosis",2018,"20–24",75,22.1
"Cryptosporidiosis",2018,"20–24",144,42.3
"Cysticercosis",2018,"20–24",0,0
"Poliomyelitis",2018,"20–24",0,0
