"Disease","Report Year","DHBName","Sex Group","Case Count","Case rate per 100,000"
"Leptospirosis",2015,"Bay of Plenty","Female",0,0
"Rabies and other lyssaviruses",2015,"Bay of Plenty","Female",0,0
"Mumps",2015,"Bay of Plenty","Female",0,0
"Acute gastroenteritis",2015,"Bay of Plenty","Female",7,6.1
"Toxic shellfish poisoning",2015,"Bay of Plenty","Female",0,0
"Taeniasis",2015,"Bay of Plenty","Female",0,0
"Typhoid fever",2015,"Bay of Plenty","Female",0,0
"Malaria",2015,"Bay of Plenty","Female",1,0.9
"Invasive pneumococcal disease",2015,"Bay of Plenty","Female",14,12.3
"Leprosy",2015,"Bay of Plenty","Female",0,0
"Cholera",2015,"Bay of Plenty","Female",0,0
"Hepatitis A",2015,"Bay of Plenty","Female",2,1.8
"Cryptosporidiosis",2015,"Bay of Plenty","Female",13,11.4
"Listeriosis",2015,"Bay of Plenty","Female",4,3.5
"Mpox",2015,"Bay of Plenty","Female",0,0
"Salmonellosis",2015,"Bay of Plenty","Female",24,21
"Rickettsial disease",2015,"Bay of Plenty","Female",0,0
"Q fever",2015,"Bay of Plenty","Female",0,0
"Meningococcal disease",2015,"Bay of Plenty","Female",1,0.9
"Paratyphoid fever",2015,"Bay of Plenty","Female",0,0
"Hydatid disease",2015,"Bay of Plenty","Female",0,0
"Hepatitis NOS",2015,"Bay of Plenty","Female",0,0
"Legionellosis",2015,"Bay of Plenty","Female",7,6.1
"Pertussis",2015,"Bay of Plenty","Female",15,13.1
"Hepatitis C",2015,"Bay of Plenty","Female",0,0
"Rheumatic fever",2015,"Bay of Plenty","Female",4,3.5
"VTEC/STEC infection",2015,"Capital, Coast and Hutt Valley","Male",5,2.3
"Toxic shellfish poisoning",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Poliomyelitis",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Brucellosis",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Hepatitis B",2015,"Capital, Coast and Hutt Valley","Male",2,0.9
"Listeriosis",2015,"Capital, Coast and Hutt Valley","Male",3,1.4
"Yersiniosis",2015,"Capital, Coast and Hutt Valley","Male",41,18.9
"Cholera",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Malaria",2015,"Capital, Coast and Hutt Valley","Male",3,1.4
"Tuberculosis disease",2015,"Capital, Coast and Hutt Valley","Male",11,5.1
"Diphtheria",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Measles",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Rubella",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Invasive pneumococcal disease",2015,"Capital, Coast and Hutt Valley","Male",29,13.4
"Shigellosis",2015,"Capital, Coast and Hutt Valley","Male",8,3.7
"Giardiasis",2015,"Capital, Coast and Hutt Valley","Male",101,46.6
"Mumps",2015,"Capital, Coast and Hutt Valley","Male",1,0.5
"Cysticercosis",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Meningococcal disease",2015,"Capital, Coast and Hutt Valley","Male",4,1.8
"Trichinosis",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Arboviral diseases",2015,"Capital, Coast and Hutt Valley","Male",12,5.5
"Rickettsial disease",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Q fever",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Leptospirosis",2015,"Capital, Coast and Hutt Valley","Male",2,0.9
"Paratyphoid fever",2015,"Capital, Coast and Hutt Valley","Male",2,0.9
"Rheumatic fever",2015,"Capital, Coast and Hutt Valley","Male",6,2.8
"Cryptosporidiosis",2015,"Capital, Coast and Hutt Valley","Male",16,7.4
"Hydatid disease",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Meningoencephalitis - primary amoebic",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Hepatitis A",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Campylobacteriosis",2015,"Capital, Coast and Hutt Valley","Male",292,134.6
"Legionellosis",2015,"Capital, Coast and Hutt Valley","Male",6,2.8
"Taeniasis",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Typhoid fever",2015,"Capital, Coast and Hutt Valley","Male",1,0.5
"Rabies and other lyssaviruses",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Hepatitis NOS",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Haemophilus influenzae type b",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Acute gastroenteritis",2015,"Capital, Coast and Hutt Valley","Male",41,18.9
"Salmonellosis",2015,"Capital, Coast and Hutt Valley","Male",41,18.9
"Tetanus",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Hepatitis C",2015,"Capital, Coast and Hutt Valley","Male",5,2.3
"Mpox",2015,"Capital, Coast and Hutt Valley","Male",0,0
"Leprosy",2015,"Capital, Coast and Hutt Valley","Male",1,0.5
"Pertussis",2015,"Capital, Coast and Hutt Valley","Male",42,19.4
"Malaria",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Shigellosis",2015,"Capital, Coast and Hutt Valley","Female",6,2.6
"Yersiniosis",2015,"Capital, Coast and Hutt Valley","Female",50,21.9
"Hepatitis B",2015,"Capital, Coast and Hutt Valley","Female",1,0.4
"Mumps",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Rickettsial disease",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Leptospirosis",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Diphtheria",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Measles",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Legionellosis",2015,"Capital, Coast and Hutt Valley","Female",3,1.3
"Cholera",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Typhoid fever",2015,"Capital, Coast and Hutt Valley","Female",1,0.4
"Giardiasis",2015,"Capital, Coast and Hutt Valley","Female",75,32.8
"Brucellosis",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Cysticercosis",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Paratyphoid fever",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Cryptosporidiosis",2015,"Capital, Coast and Hutt Valley","Female",20,8.8
"Trichinosis",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Hepatitis C",2015,"Capital, Coast and Hutt Valley","Female",3,1.3
"Q fever",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Acute gastroenteritis",2015,"Capital, Coast and Hutt Valley","Female",59,25.8
"Rubella",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Invasive pneumococcal disease",2015,"Capital, Coast and Hutt Valley","Female",14,6.1
"Toxic shellfish poisoning",2015,"Capital, Coast and Hutt Valley","Female",0,0
"VTEC/STEC infection",2015,"Capital, Coast and Hutt Valley","Female",2,0.9
"Poliomyelitis",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Salmonellosis",2015,"Capital, Coast and Hutt Valley","Female",45,19.7
"Listeriosis",2015,"Capital, Coast and Hutt Valley","Female",1,0.4
"Meningoencephalitis - primary amoebic",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Pertussis",2015,"Capital, Coast and Hutt Valley","Female",55,24.1
"Rheumatic fever",2015,"Capital, Coast and Hutt Valley","Female",1,0.4
"Campylobacteriosis",2015,"Capital, Coast and Hutt Valley","Female",289,126.6
"Taeniasis",2015,"Capital, Coast and Hutt Valley","Female",1,0.4
"Tuberculosis disease",2015,"Capital, Coast and Hutt Valley","Female",14,6.1
"Tetanus",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Meningococcal disease",2015,"Capital, Coast and Hutt Valley","Female",1,0.4
"Rabies and other lyssaviruses",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Haemophilus influenzae type b",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Arboviral diseases",2015,"Capital, Coast and Hutt Valley","Female",12,5.3
"Hepatitis A",2015,"Capital, Coast and Hutt Valley","Female",1,0.4
"Hydatid disease",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Hepatitis NOS",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Mpox",2015,"Capital, Coast and Hutt Valley","Female",0,0
"Leprosy",2015,"Capital, Coast and Hutt Valley","Female",0,0
"VTEC/STEC infection",2015,"Nelson Marlborough","Male",5,7
"Poliomyelitis",2015,"Nelson Marlborough","Male",0,0
"Hepatitis B",2015,"Nelson Marlborough","Male",1,1.4
"Hepatitis C",2015,"Nelson Marlborough","Male",1,1.4
"Tetanus",2015,"Nelson Marlborough","Male",0,0
"Rickettsial disease",2015,"Nelson Marlborough","Male",0,0
"Leptospirosis",2015,"Nelson Marlborough","Male",4,5.6
"Malaria",2015,"Nelson Marlborough","Male",1,1.4
"Q fever",2015,"Nelson Marlborough","Male",0,0
"Giardiasis",2015,"Nelson Marlborough","Male",36,50.7
"Brucellosis",2015,"Nelson Marlborough","Male",0,0
"Meningoencephalitis - primary amoebic",2015,"Nelson Marlborough","Male",0,0
"Measles",2015,"Nelson Marlborough","Male",0,0
"Trichinosis",2015,"Nelson Marlborough","Male",0,0
"Mumps",2015,"Nelson Marlborough","Male",0,0
"Taeniasis",2015,"Nelson Marlborough","Male",0,0
"Rubella",2015,"Nelson Marlborough","Male",0,0
"Paratyphoid fever",2015,"Nelson Marlborough","Male",1,1.4
"Invasive pneumococcal disease",2015,"Nelson Marlborough","Male",5,7
"Diphtheria",2015,"Nelson Marlborough","Male",0,0
"Haemophilus influenzae type b",2015,"Nelson Marlborough","Male",0,0
"Cryptosporidiosis",2015,"Nelson Marlborough","Male",6,8.5
"Meningococcal disease",2015,"Nelson Marlborough","Male",1,1.4
"Toxic shellfish poisoning",2015,"Nelson Marlborough","Male",2,2.8
"Hydatid disease",2015,"Nelson Marlborough","Male",0,0
"Tuberculosis disease",2015,"Nelson Marlborough","Male",2,2.8
"Arboviral diseases",2015,"Nelson Marlborough","Male",3,4.2
"Listeriosis",2015,"Nelson Marlborough","Male",1,1.4
"Mpox",2015,"Nelson Marlborough","Male",0,0
"Yersiniosis",2015,"Nelson Marlborough","Male",6,8.5
"Cysticercosis",2015,"Nelson Marlborough","Male",0,0
"Acute gastroenteritis",2015,"Nelson Marlborough","Male",1,1.4
"Legionellosis",2015,"Nelson Marlborough","Male",1,1.4
"Cholera",2015,"Nelson Marlborough","Male",0,0
"Pertussis",2015,"Nelson Marlborough","Male",31,43.7
"Rabies and other lyssaviruses",2015,"Nelson Marlborough","Male",0,0
"Rheumatic fever",2015,"Nelson Marlborough","Male",0,0
"Hepatitis NOS",2015,"Nelson Marlborough","Male",0,0
"Shigellosis",2015,"Nelson Marlborough","Male",0,0
"Leprosy",2015,"Nelson Marlborough","Male",0,0
"Hepatitis A",2015,"Nelson Marlborough","Male",0,0
"Typhoid fever",2015,"Nelson Marlborough","Male",1,1.4
"Campylobacteriosis",2015,"Nelson Marlborough","Male",116,163.4
"Salmonellosis",2015,"Nelson Marlborough","Male",14,19.7
"Paratyphoid fever",2015,"Nelson Marlborough","Female",1,1.4
"Tuberculosis disease",2015,"Nelson Marlborough","Female",1,1.4
"Malaria",2015,"Nelson Marlborough","Female",0,0
"Legionellosis",2015,"Nelson Marlborough","Female",3,4.1
"Haemophilus influenzae type b",2015,"Nelson Marlborough","Female",0,0
"Q fever",2015,"Nelson Marlborough","Female",0,0
"Rickettsial disease",2015,"Nelson Marlborough","Female",0,0
"Leptospirosis",2015,"Nelson Marlborough","Female",1,1.4
"Leprosy",2015,"Nelson Marlborough","Female",0,0
"Trichinosis",2015,"Nelson Marlborough","Female",0,0
"Hepatitis A",2015,"Nelson Marlborough","Female",0,0
"Giardiasis",2015,"Nelson Marlborough","Female",28,38
"Poliomyelitis",2015,"Nelson Marlborough","Female",0,0
"VTEC/STEC infection",2015,"Nelson Marlborough","Female",7,9.5
"Campylobacteriosis",2015,"Nelson Marlborough","Female",101,137.1
"Invasive pneumococcal disease",2015,"Nelson Marlborough","Female",6,8.1
"Hepatitis C",2015,"Nelson Marlborough","Female",0,0
"Typhoid fever",2015,"Nelson Marlborough","Female",0,0
"Rubella",2015,"Nelson Marlborough","Female",0,0
"Hepatitis B",2015,"Nelson Marlborough","Female",0,0
"Measles",2015,"Nelson Marlborough","Female",0,0
"Hydatid disease",2015,"Nelson Marlborough","Female",0,0
"Brucellosis",2015,"Nelson Marlborough","Female",0,0
"Rabies and other lyssaviruses",2015,"Nelson Marlborough","Female",0,0
"Toxic shellfish poisoning",2015,"Nelson Marlborough","Female",1,1.4
"Cysticercosis",2015,"Nelson Marlborough","Female",0,0
"Mumps",2015,"Nelson Marlborough","Female",0,0
"Arboviral diseases",2015,"Nelson Marlborough","Female",2,2.7
"Acute gastroenteritis",2015,"Nelson Marlborough","Female",0,0
"Taeniasis",2015,"Nelson Marlborough","Female",0,0
"Yersiniosis",2015,"Nelson Marlborough","Female",4,5.4
"Salmonellosis",2015,"Nelson Marlborough","Female",15,20.4
"Diphtheria",2015,"Nelson Marlborough","Female",0,0
"Cholera",2015,"Nelson Marlborough","Female",0,0
"Meningoencephalitis - primary amoebic",2015,"Nelson Marlborough","Female",0,0
"Shigellosis",2015,"Nelson Marlborough","Female",0,0
"Tetanus",2015,"Nelson Marlborough","Female",1,1.4
"Hepatitis NOS",2015,"Nelson Marlborough","Female",0,0
"Rheumatic fever",2015,"Nelson Marlborough","Female",0,0
"Pertussis",2015,"Nelson Marlborough","Female",42,57
"Listeriosis",2015,"Nelson Marlborough","Female",0,0
"Meningococcal disease",2015,"Nelson Marlborough","Female",0,0
"Cryptosporidiosis",2015,"Nelson Marlborough","Female",6,8.1
"Mpox",2015,"Nelson Marlborough","Female",0,0
"Haemophilus influenzae type b",2015,"Canterbury","Male",0,0
"Poliomyelitis",2015,"Canterbury","Male",0,0
"Campylobacteriosis",2015,"Canterbury","Male",419,158.8
"Hepatitis C",2015,"Canterbury","Male",3,1.1
"Leptospirosis",2015,"Canterbury","Male",3,1.1
"Q fever",2015,"Canterbury","Male",0,0
"Legionellosis",2015,"Canterbury","Male",18,6.8
"Toxic shellfish poisoning",2015,"Canterbury","Male",0,0
"Giardiasis",2015,"Canterbury","Male",74,28
"Brucellosis",2015,"Canterbury","Male",0,0
"Rickettsial disease",2015,"Canterbury","Male",0,0
"Invasive pneumococcal disease",2015,"Canterbury","Male",25,9.5
"Arboviral diseases",2015,"Canterbury","Male",3,1.1
"Typhoid fever",2015,"Canterbury","Male",0,0
"Rabies and other lyssaviruses",2015,"Canterbury","Male",0,0
"Paratyphoid fever",2015,"Canterbury","Male",2,0.8
"Hepatitis B",2015,"Canterbury","Male",1,0.4
"Measles",2015,"Canterbury","Male",1,0.4
"Leprosy",2015,"Canterbury","Male",0,0
"Tetanus",2015,"Canterbury","Male",0,0
"Hepatitis NOS",2015,"Canterbury","Male",0,0
"Meningoencephalitis - primary amoebic",2015,"Canterbury","Male",0,0
"Hydatid disease",2015,"Canterbury","Male",0,0
"Mumps",2015,"Canterbury","Male",1,0.4
"Trichinosis",2015,"Canterbury","Male",0,0
"Taeniasis",2015,"Canterbury","Male",0,0
"Cholera",2015,"Canterbury","Male",0,0
"Diphtheria",2015,"Canterbury","Male",0,0
"Tuberculosis disease",2015,"Canterbury","Male",21,8
"VTEC/STEC infection",2015,"Canterbury","Male",14,5.3
"Hepatitis A",2015,"Canterbury","Male",3,1.1
"Cysticercosis",2015,"Canterbury","Male",0,0
"Yersiniosis",2015,"Canterbury","Male",70,26.5
"Pertussis",2015,"Canterbury","Male",117,44.3
"Listeriosis",2015,"Canterbury","Male",1,0.4
"Rubella",2015,"Canterbury","Male",0,0
"Cryptosporidiosis",2015,"Canterbury","Male",28,10.6
"Shigellosis",2015,"Canterbury","Male",5,1.9
"Meningococcal disease",2015,"Canterbury","Male",4,1.5
"Mpox",2015,"Canterbury","Male",0,0
"Malaria",2015,"Canterbury","Male",3,1.1
"Salmonellosis",2015,"Canterbury","Male",79,29.9
"Acute gastroenteritis",2015,"Canterbury","Male",8,3
"Rheumatic fever",2015,"Canterbury","Male",1,0.4
"Rickettsial disease",2015,"Canterbury","Female",0,0
"Legionellosis",2015,"Canterbury","Female",21,8
"Q fever",2015,"Canterbury","Female",0,0
"Hepatitis C",2015,"Canterbury","Female",6,2.3
"Campylobacteriosis",2015,"Canterbury","Female",308,117.5
"Brucellosis",2015,"Canterbury","Female",0,0
"Yersiniosis",2015,"Canterbury","Female",92,35.1
"Hepatitis NOS",2015,"Canterbury","Female",0,0
"VTEC/STEC infection",2015,"Canterbury","Female",9,3.4
"Haemophilus influenzae type b",2015,"Canterbury","Female",0,0
"Typhoid fever",2015,"Canterbury","Female",0,0
"Invasive pneumococcal disease",2015,"Canterbury","Female",16,6.1
"Arboviral diseases",2015,"Canterbury","Female",6,2.3
"Taeniasis",2015,"Canterbury","Female",0,0
"Leptospirosis",2015,"Canterbury","Female",0,0
"Leprosy",2015,"Canterbury","Female",0,0
"Malaria",2015,"Canterbury","Female",0,0
"Hepatitis B",2015,"Canterbury","Female",2,0.8
"Giardiasis",2015,"Canterbury","Female",61,23.3
"Shigellosis",2015,"Canterbury","Female",7,2.7
"Mumps",2015,"Canterbury","Female",0,0
"Tetanus",2015,"Canterbury","Female",0,0
"Listeriosis",2015,"Canterbury","Female",2,0.8
"Paratyphoid fever",2015,"Canterbury","Female",1,0.4
"Diphtheria",2015,"Canterbury","Female",0,0
"Trichinosis",2015,"Canterbury","Female",0,0
"Acute gastroenteritis",2015,"Canterbury","Female",21,8
"Rabies and other lyssaviruses",2015,"Canterbury","Female",0,0
"Hydatid disease",2015,"Canterbury","Female",1,0.4
"Salmonellosis",2015,"Canterbury","Female",76,29
"Pertussis",2015,"Canterbury","Female",119,45.4
"Cryptosporidiosis",2015,"Canterbury","Female",42,16
"Rheumatic fever",2015,"Canterbury","Female",2,0.8
"Measles",2015,"Canterbury","Female",0,0
"Toxic shellfish poisoning",2015,"Canterbury","Female",0,0
"Tuberculosis disease",2015,"Canterbury","Female",6,2.3
"Poliomyelitis",2015,"Canterbury","Female",0,0
"Hepatitis A",2015,"Canterbury","Female",1,0.4
"Cholera",2015,"Canterbury","Female",0,0
"Cysticercosis",2015,"Canterbury","Female",0,0
"Meningococcal disease",2015,"Canterbury","Female",0,0
"Mpox",2015,"Canterbury","Female",0,0
"Meningoencephalitis - primary amoebic",2015,"Canterbury","Female",0,0
"Rubella",2015,"Canterbury","Female",0,0
"Typhoid fever",2015,"Southern","Male",1,0.6
"Cholera",2015,"Southern","Male",0,0
"Yersiniosis",2015,"Southern","Male",17,11
"Hepatitis C",2015,"Southern","Male",1,0.6
"Arboviral diseases",2015,"Southern","Male",5,3.2
"Pertussis",2015,"Southern","Male",86,55.5
"Invasive pneumococcal disease",2015,"Southern","Male",9,5.8
"Shigellosis",2015,"Southern","Male",3,1.9
"Trichinosis",2015,"Southern","Male",0,0
"Giardiasis",2015,"Southern","Male",40,25.8
"Rubella",2015,"Southern","Male",0,0
"Taeniasis",2015,"Southern","Male",0,0
"Leprosy",2015,"Southern","Male",0,0
"Listeriosis",2015,"Southern","Male",1,0.6
"Cryptosporidiosis",2015,"Southern","Male",28,18.1
"Measles",2015,"Southern","Male",0,0
"Diphtheria",2015,"Southern","Male",0,0
"Hepatitis B",2015,"Southern","Male",0,0
"VTEC/STEC infection",2015,"Southern","Male",8,5.2
"Poliomyelitis",2015,"Southern","Male",0,0
"Rheumatic fever",2015,"Southern","Male",0,0
"Cysticercosis",2015,"Southern","Male",0,0
"Mumps",2015,"Southern","Male",0,0
"Tetanus",2015,"Southern","Male",0,0
"Hydatid disease",2015,"Southern","Male",0,0
"Campylobacteriosis",2015,"Southern","Male",300,193.6
"Tuberculosis disease",2015,"Southern","Male",3,1.9
"Salmonellosis",2015,"Southern","Male",60,38.7
"Leptospirosis",2015,"Southern","Male",8,5.2
"Malaria",2015,"Southern","Male",1,0.6
"Mpox",2015,"Southern","Male",0,0
"Legionellosis",2015,"Southern","Male",9,5.8
"Meningococcal disease",2015,"Southern","Male",3,1.9
"Paratyphoid fever",2015,"Southern","Male",1,0.6
"Acute gastroenteritis",2015,"Southern","Male",4,2.6
"Toxic shellfish poisoning",2015,"Southern","Male",0,0
"Haemophilus influenzae type b",2015,"Southern","Male",0,0
"Brucellosis",2015,"Southern","Male",0,0
"Hepatitis NOS",2015,"Southern","Male",0,0
"Rabies and other lyssaviruses",2015,"Southern","Male",0,0
"Rickettsial disease",2015,"Southern","Male",0,0
"Q fever",2015,"Southern","Male",0,0
"Meningoencephalitis - primary amoebic",2015,"Southern","Male",0,0
"Hepatitis A",2015,"Southern","Male",0,0
"Shigellosis",2015,"Southern","Female",4,2.5
"Invasive pneumococcal disease",2015,"Southern","Female",22,13.8
"Arboviral diseases",2015,"Southern","Female",3,1.9
"Cholera",2015,"Southern","Female",0,0
"Trichinosis",2015,"Southern","Female",0,0
"Listeriosis",2015,"Southern","Female",0,0
"Cryptosporidiosis",2015,"Southern","Female",33,20.8
"Diphtheria",2015,"Southern","Female",0,0
"Measles",2015,"Southern","Female",0,0
"Pertussis",2015,"Southern","Female",83,52.2
"Yersiniosis",2015,"Southern","Female",21,13.2
"Typhoid fever",2015,"Southern","Female",2,1.3
"Acute gastroenteritis",2015,"Southern","Female",8,5
"Mumps",2015,"Southern","Female",0,0
"Cysticercosis",2015,"Southern","Female",0,0
"Rubella",2015,"Southern","Female",0,0
"Meningococcal disease",2015,"Southern","Female",1,0.6
"Malaria",2015,"Southern","Female",0,0
"Taeniasis",2015,"Southern","Female",0,0
"Salmonellosis",2015,"Southern","Female",76,47.8
"Tuberculosis disease",2015,"Southern","Female",3,1.9
"Hepatitis C",2015,"Southern","Female",2,1.3
"Giardiasis",2015,"Southern","Female",32,20.1
"Brucellosis",2015,"Southern","Female",0,0
"VTEC/STEC infection",2015,"Southern","Female",8,5
"Rheumatic fever",2015,"Southern","Female",0,0
"Paratyphoid fever",2015,"Southern","Female",1,0.6
"Campylobacteriosis",2015,"Southern","Female",212,133.4
"Toxic shellfish poisoning",2015,"Southern","Female",0,0
"Mpox",2015,"Southern","Female",0,0
"Poliomyelitis",2015,"Southern","Female",0,0
"Rabies and other lyssaviruses",2015,"Southern","Female",0,0
"Leptospirosis",2015,"Southern","Female",0,0
"Q fever",2015,"Southern","Female",0,0
"Hepatitis A",2015,"Southern","Female",3,1.9
"Leprosy",2015,"Southern","Female",1,0.6
"Meningoencephalitis - primary amoebic",2015,"Southern","Female",0,0
"Hepatitis B",2015,"Southern","Female",0,0
"Rickettsial disease",2015,"Southern","Female",0,0
"Hepatitis NOS",2015,"Southern","Female",1,0.6
"Legionellosis",2015,"Southern","Female",3,1.9
